index,zh,en,count,github-repository,status,stargazers_count,forks_count,subscribers_count,pushed_at,created_at,updated_at,license,desc
333,上海第二工业大学,Shanghai Second University of Technology,1/1,[chuxubank/ssputhesis](https://github.com/chuxubank/ssputhesis),1,1,0,2,2019-05-17,2019-05-07,2021-07-13,Apache-2.0,上海第二工业大学 XeLaTeX 毕业设计论文模版 Shanghai Polytechnic University XeLaTeX Thesis Template
334,上海对外经贸大学,Shanghai University of Foreign Trade and Economic Cooperation,1/1,[Yangruipis/SUIBEthesis](https://github.com/Yangruipis/SUIBEthesis),1,24,7,1,2018-10-15,2018-09-09,2023-08-15,MIT,上海对外经贸大学（SUIBE）毕业论文Latex模板
335,上海工程技术大学,Shanghai University of Engineering and Technology,4/4,[AndyYangjd/SUES-Paper](https://github.com/AndyYangjd/SUES-Paper),1,5,2,2,2020-03-09,2020-03-09,2022-03-13,MIT,上海工程技术大学（SUES）学术型硕士毕业论文Latex模板（非官方，个人简单编辑版）
336,上海工程技术大学,Shanghai University of Engineering and Technology,4/4,[MobtgZhang/sues-thesis](https://github.com/MobtgZhang/sues-thesis),1,14,4,2,2023-06-07,2022-03-29,2023-09-22,MIT,上海工程技术大学硕士学位论文模板
337,上海工程技术大学,Shanghai University of Engineering and Technology,4/4,[MobtgZhang/sues-thesis-bachelor](https://github.com/MobtgZhang/sues-thesis-bachelor),1,1,0,1,2023-05-05,2023-04-19,2023-09-22,MIT,上海工程技术大学学士学位论文模板
338,上海工程技术大学,Shanghai University of Engineering and Technology,4/4,[shansicheng/sues-thesis](https://github.com/shansicheng/sues-thesis),1,0,0,1,2023-05-11,2023-05-11,2023-05-11,MIT,上海工程技术大学硕士学位论文latex模板
339,上海海事大学,Shanghai Maritime University,1/1,[hellckt/SHMTUThesis](https://github.com/hellckt/SHMTUThesis),1,40,15,3,2022-05-29,2020-01-22,2023-10-14,Apache-2.0,上海海事大学 LaTeX 学位论文模板
340,上海交通大学,Shanghai Jiaotong University,5/5,[GreenTeaHua/sjtu_latex](https://github.com/GreenTeaHua/sjtu_latex),1,0,0,2,2022-01-11,2022-01-11,2022-01-11, ,上海交通大学研究生学位论文模版（LaTex版）-官方搬运版
341,上海交通大学,Shanghai Jiaotong University,5/5,[JingruiYu/SJTU_Thesis_21](https://github.com/JingruiYu/SJTU_Thesis_21),1,0,1,2,2021-09-13,2021-09-13,2021-09-13,Unlicense,上海交通大学研究生学位论文LaTeX模板-21年5月版
342,上海交通大学,Shanghai Jiaotong University,5/5,[oliverck/Latex-PG-SJTU](https://github.com/oliverck/Latex-PG-SJTU),1,34,0,1,2023-01-04,2022-12-19,2023-11-03, ,根据上海交通大学研究生院给出的研究生学位论文写作模版(https://www.gs.sjtu.edu.cn/info/1136/8374.htm) 进行修改适配，解决latex模版中的一些错误，以及和word模版不一致问题
343,上海交通大学,Shanghai Jiaotong University,5/5,[sjtug/SJTUThesis](https://github.com/sjtug/SJTUThesis),1,3021,762,54,2023-09-25,2012-05-25,2023-11-24,Apache-2.0,上海交通大学 LaTeX 论文模板 | Shanghai Jiao Tong University LaTeX Thesis Template
344,上海交通大学,Shanghai Jiaotong University,5/5,[zhangzhanluo/SJTU-thesis-template](https://github.com/zhangzhanluo/SJTU-thesis-template),1,35,4,3,2021-06-01,2019-11-28,2023-10-23, ,上海交通大学研究生学位论文模板
345,上海科技大学,ShanghaiTech University,4/4,[Haoxiaoling/shtuthesis](https://github.com/Haoxiaoling/shtuthesis),1,15,3,2,2020-01-06,2020-01-06,2022-11-16, ,Latex template for thesis
346,上海科技大学,ShanghaiTech University,4/4,[Kexin-Zhang-UCAS/ShanghaiTechThesis](https://github.com/Kexin-Zhang-UCAS/ShanghaiTechThesis),1,19,1,1,2018-07-24,2018-07-22,2023-10-18, ,上海科技大学学位论文 LaTeX 模板
347,上海科技大学,ShanghaiTech University,4/4,[OpenMandrivaAssociation/texlive-shtthesis](https://github.com/OpenMandrivaAssociation/texlive-shtthesis),1,0,0,10,2023-10-04,2022-11-16,2022-11-16, ,An unofficial LaTeX thesis template for ShanghaiTech University
348,上海科技大学,ShanghaiTech University,4/4,[sslchi/SISTThesis](https://github.com/sslchi/SISTThesis),1,3,1,2,2020-09-23,2019-09-10,2021-11-14, ,LaTeX template for SIST of ShanghaiTech University
349,上海理工大学,Shanghai University of Technology,1/1,[FrankSFLYS/usstthesis](https://github.com/FrankSFLYS/usstthesis),1,22,4,1,2022-03-07,2019-03-26,2023-11-13,Apache-2.0,上海理工大学本科毕业设计（论文）LaTeX 模板
350,上海师范大学,Shanghai Normal University,2/2,[andy123t/shnubachelor](https://github.com/andy123t/shnubachelor),1,2,0,1,2023-04-25,2023-03-15,2023-07-27,MIT,上海师范大学本科毕业论文 LaTeX 模板
351,上海师范大学,Shanghai Normal University,2/2,[andy123t/shnuthesis](https://github.com/andy123t/shnuthesis),1,11,4,2,2023-06-09,2020-05-31,2023-04-25,MIT,上海师范大学研究生毕业论文 LaTeX 模板 LaTeX Thesis Template for SHNU
352,深圳大学,Shenzhen University,6/6,[Yulv-git/Master-Thesis-LaTeX-Template-of-SZU](https://github.com/Yulv-git/Master-Thesis-LaTeX-Template-of-SZU),1,5,2,1,2022-08-08,2022-04-01,2023-03-08,MIT,Master thesis LaTeX template of Shenzhen University. 深大硕士毕业论文LaTex模板。
353,深圳大学,Shenzhen University,6/6,[bearcatat/SZUThesis](https://github.com/bearcatat/SZUThesis),1,4,0,1,2022-01-09,2021-12-06,2023-10-24, ,深圳大学研究生毕业论文latex模板（不全，格式不对不负责哈哈哈哈
354,深圳大学,Shenzhen University,6/6,[clinyong/latex-szu](https://github.com/clinyong/latex-szu),1,21,14,3,2018-11-13,2015-04-06,2023-11-11, , 
355,深圳大学,Shenzhen University,6/6,[jonzhaocn/szu-thesis-master](https://github.com/jonzhaocn/szu-thesis-master),1,70,10,1,2023-11-16,2021-01-03,2023-11-24, ,深圳大学（深大）硕士学位论文latex模板
356,深圳大学,Shenzhen University,6/6,[liuchengxu/szuthesis](https://github.com/liuchengxu/szuthesis),1,186,64,10,2020-12-17,2016-03-19,2023-09-13, ,:pencil: SZU Undergraduate Thesis -- Recommender System
357,深圳大学,Shenzhen University,6/6,[yichengsu/szuthesis](https://github.com/yichengsu/szuthesis),1,20,2,1,2021-02-23,2021-02-22,2023-11-13, ,szuthesis 深圳大学学位论文 LaTeX 模板
358,深圳技术大学,Shenzhen University of Technology,1/1,[SZTU-ACM/SZTU-Thesis-Latex-Template](https://github.com/SZTU-ACM/SZTU-Thesis-Latex-Template),1,3,3,2,2023-05-21,2021-03-14,2023-10-02,GPL-3.0,深圳技术大学本科毕业论文Latex模板
359,首都师范大学,Capital Normal University,1/1,[huwan/cnuthesis](https://github.com/huwan/cnuthesis),1,2,4,2,2021-02-09,2012-08-16,2021-04-25, ,LaTeX Thesis Template for Capital Normal University 首都师范大学学位论文 LaTeX 模板
360,四川大学,Sichuan University,10/10,[MrGodfrey/SCU-Thesis-LaTeX-Template](https://github.com/MrGodfrey/SCU-Thesis-LaTeX-Template),1,1,0,1,2023-05-06,2023-05-06,2023-06-06,Apache-2.0,四川大学博士论文模板
361,四川大学,Sichuan University,10/10,[QWQ-intro/SCU-Thesis-latex](https://github.com/QWQ-intro/SCU-Thesis-latex),1,0,1,0,2022-03-16,2022-03-23,2023-09-11,MIT,四川大学毕业论文latex模板，修改自学院老师分享模板。
362,四川大学,Sichuan University,10/10,[bennyji/SCUthesis](https://github.com/bennyji/SCUthesis),1,10,1,2,2020-04-04,2020-03-24,2021-07-01, ,四川大学硕博学位论文LaTeX模板v1.0 beta版本 power by scuthesis of LegendaryLeo
363,四川大学,Sichuan University,10/10,[cuiao/SCU_ThesisDissertation_LaTeXTemplate](https://github.com/cuiao/SCU_ThesisDissertation_LaTeXTemplate),1,81,47,3,2020-11-13,2016-05-30,2023-08-27, ,四川大学学位论文LaTeX模版_Powered by pkuthss-1.2beta
364,四川大学,Sichuan University,10/10,[dahakawang/scu_thesis_template](https://github.com/dahakawang/scu_thesis_template),1,33,5,3,2021-01-08,2013-02-19,2023-04-18, ,四川大学本科毕业设计Latex模板
365,四川大学,Sichuan University,10/10,[fatestigma/scuthesis](https://github.com/fatestigma/scuthesis),1,58,15,2,2020-04-26,2016-04-23,2023-11-06,LPPL-1.3c,四川大学本科生毕业论文（设计）LaTeX 模板
366,四川大学,Sichuan University,10/10,[kevinleeex/scu_thesis_2020](https://github.com/kevinleeex/scu_thesis_2020),1,126,26,1,2022-06-08,2020-02-17,2023-11-24, ,四川大学研究生学位论文模板LaTex(复刻官方word模板)Here you go!
367,四川大学,Sichuan University,10/10,[kevinleeex/scu_thesis_template](https://github.com/kevinleeex/scu_thesis_template),1,9,2,2,2022-03-23,2020-02-19,2023-10-18,AGPL-3.0,四川大学2020研究生学业论文LaTex模版样式文件
368,四川大学,Sichuan University,10/10,[myfox1997/SCU_Thesis](https://github.com/myfox1997/SCU_Thesis),1,4,1,0,2019-04-26,2019-04-18,2023-07-06, ,四川大学论文模版
369,四川大学,Sichuan University,10/10,[wonderland-dsg/scuthesis](https://github.com/wonderland-dsg/scuthesis),1,2,0,1,2020-03-07,2020-02-21,2023-04-09, ,四川大学研究生学位论文LaTeX模板
370,四川师范大学,Sichuan Normal University,1/1,[yiyuezhuo/sicnu-thesis](https://github.com/yiyuezhuo/sicnu-thesis),1,2,1,2,2018-04-25,2018-04-24,2023-09-22, ,四川师范大学本科毕业论文LaTeX模板
371,苏州大学,Soochow University,6/7,[NatureGeorge/sudathesis-bachelor](https://github.com/NatureGeorge/sudathesis-bachelor),1,1,0,1,2021-06-03,2021-05-09,2021-09-05,MIT,Naive LaTex Template For Soochow University Thesis (Bachelor Degree)
372,苏州大学,Soochow University,6/7,[absop/LaTeX-Template](https://github.com/absop/LaTeX-Template),1,9,1,3,2020-05-27,2020-05-13,2023-03-18, ,苏州大学本科毕业论文LaTeX模板
373,苏州大学,Soochow University,6/7,[hinesboy/SUDA-Latex](https://github.com/hinesboy/SUDA-Latex),1,30,7,2,2022-05-24,2022-01-06,2023-10-10, ,苏州大学-硕士毕业大论文-Latex模版（附安装使用说明）
374,苏州大学,Soochow University,6/7,[huhamhire/sudathesis](https://github.com/huhamhire/sudathesis),0,27,7,4,2014-06-25,2014-04-13,2023-05-07,GPL-3.0,**【长久未更新】** LaTeX template for bachelor's thesis in Soochow University
375,苏州大学,Soochow University,6/7,[rgwt123/sudathesis](https://github.com/rgwt123/sudathesis),1,8,0,1,2021-03-28,2021-03-28,2023-04-03, ,LaTeX Thesis Template for Soochow University
376,苏州大学,Soochow University,6/7,[shadowofgost/sudathesis-soochow-university-latex-template](https://github.com/shadowofgost/sudathesis-soochow-university-latex-template),1,12,1,1,2023-11-23,2023-01-04,2023-11-20,LPPL-1.3c,Naive LaTex Template For Soochow University Thesis 苏州大学Latex 模板，适用于本科生、硕士生和博士生毕业论文以及日常论文写作
377,苏州大学,Soochow University,6/7,[tianhaoo/Soochow-University-Thesis-Overleaf-LaTeX-Template](https://github.com/tianhaoo/Soochow-University-Thesis-Overleaf-LaTeX-Template),1,55,8,2,2023-05-18,2022-03-25,2023-11-24,MIT,苏州大学研究生毕业论文Latex模板 - Overleaf
378,天津大学,Tianjin University,14/16,[6gbluewind/Tjuthesis_phd_1.2-](https://github.com/6gbluewind/Tjuthesis_phd_1.2-),1,14,3,2,2022-08-05,2019-02-21,2023-02-14,GPL-3.0,This is a refinement edition of TJU Ph.D thesis template.
379,天津大学,Tianjin University,14/16,[ChrisVicky/TJU-Thesis-LaTeX-Template](https://github.com/ChrisVicky/TJU-Thesis-LaTeX-Template),1,0,0,1,2023-03-05,2023-01-06,2023-10-13,GPL-3.0,TJU LaTeX Template for Thesis. 天津大学论文 LaTeX 模板。支持 Arch Linux 系统。
380,天津大学,Tianjin University,14/16,[HeliosZhao/TJU-Thesis-2020](https://github.com/HeliosZhao/TJU-Thesis-2020),1,25,10,2,2020-05-12,2020-04-01,2023-07-15, ,天津大学本科生2020年毕业论文模板
381,天津大学,Tianjin University,14/16,[Rien190/TJU-Paper-template](https://github.com/Rien190/TJU-Paper-template),1,2,0,1,2022-05-17,2021-06-14,2022-05-23, ,天津大学论文模板
382,天津大学,Tianjin University,14/16,[a171232886/TJUThesis_master_2021](https://github.com/a171232886/TJUThesis_master_2021),1,228,41,2,2022-08-26,2021-09-02,2023-11-24, ,天大博士/硕士学位论文Latex模板，根据2021年版要求修改，可直接在Overleaf上运行。:star:所写的论文成功提交天津大学图书馆存档！（2021.12.24）
383,天津大学,Tianjin University,14/16,[haimingz/tjuthesis](https://github.com/haimingz/tjuthesis),1,3,1,2,2023-06-13,2022-11-29,2023-11-06, ,LaTeX thesis template for Tianjin University. 天津大学硕博学位论文 LaTeX 模板。
384,天津大学,Tianjin University,14/16,[jiangqideng/tjuthesis_master_2016](https://github.com/jiangqideng/tjuthesis_master_2016),1,46,19,3,2021-10-02,2016-11-09,2022-08-01, ,LaTeX templates for TJU thesis. Forked from code.google.com/p/tjuthesis. （根据2016年天津大学硕士学位论文格式要求进行修改）
385,天津大学,Tianjin University,14/16,[jinyu121/tju-thesis-simple](https://github.com/jinyu121/tju-thesis-simple),1,2,1,1,2021-05-29,2021-05-29,2021-11-14, ,天津大学研究生毕业论文LaTeX模板（简易非官方版）
386,天津大学,Tianjin University,14/16,[latexstudio/tjuThesis](https://github.com/latexstudio/tjuThesis),0,1,2,3,2016-01-11,2016-01-16,2021-04-08, ,**【长久未更新】** TJU Thesis LaTex Template
387,天津大学,Tianjin University,14/16,[lebronyxm/TJU-master-Latex](https://github.com/lebronyxm/TJU-master-Latex),0,8,4,3,2017-08-09,2016-11-23,2021-06-11, ,**【长久未更新】** 天津大学硕士论文Latex模板，这是我在余蓝涛等人的模板基础上，根据16年最新格式修改的。author：杨雪梦
388,天津大学,Tianjin University,14/16,[liangzhenduo/TJU-thesis-template](https://github.com/liangzhenduo/TJU-thesis-template),1,32,13,1,2020-03-14,2017-06-22,2023-10-23, ,天津大学本科生毕业论文LaTeX模版
389,天津大学,Tianjin University,14/16,[oak619/TJUthesis_xelatex-phd-2020](https://github.com/oak619/TJUthesis_xelatex-phd-2020),1,4,0,1,2021-05-29,2020-04-14,2022-10-26,GPL-3.0,天津大学机械工程学院博士学位论文模板
390,天津大学,Tianjin University,14/16,[pingyuer/TJUThesis](https://github.com/pingyuer/TJUThesis),1,1,0,1,2022-03-21,2021-10-24,2022-01-11, ,天津大学硕士论文模板
391,天津大学,Tianjin University,14/16,[serendipitaet/TJUthesis_xelatex-phd-2020](https://github.com/serendipitaet/TJUthesis_xelatex-phd-2020),1,0,0,0,2020-07-05,2020-10-21,2021-05-29,GPL-3.0,天津大学机械工程学院博士学位论文模板
392,天津大学,Tianjin University,14/16,[songxiaolin2009/tjuthesis_xelatex_template](https://github.com/songxiaolin2009/tjuthesis_xelatex_template),1,22,3,1,2021-12-10,2021-07-01,2023-03-02, ,Thesis Template in Tianjin University compiled with XeLaTeX
393,天津大学,Tianjin University,14/16,[twtstudio/TJUThesisLatexTemplate](https://github.com/twtstudio/TJUThesisLatexTemplate),1,99,27,7,2023-04-30,2015-09-25,2023-11-22,GPL-3.0,LaTeX templates for TJU graduate thesis. Originally forked from code.google.com/p/tjuthesis
394,同济大学,Tongji University,8/11,[C-zzZZ/TongjiThesis](https://github.com/C-zzZZ/TongjiThesis),1,9,2,2,2018-11-25,2017-06-13,2021-11-26, ,又一个同济大学研究生学位论文模板
395,同济大学,Tongji University,8/11,[CharlieZi/TJU-Post-Graduate-Latex-Template](https://github.com/CharlieZi/TJU-Post-Graduate-Latex-Template),0,2,4,2,2015-03-19,2015-03-19,2017-03-27, ,**【长久未更新】** Tongji University Post-graduate Thesis xeLatex+xeCJK template
396,同济大学,Tongji University,8/11,[Ginufet/tongji-dissertation-master-template](https://github.com/Ginufet/tongji-dissertation-master-template),1,7,1,1,2022-03-11,2022-02-24,2023-10-23, ,同济大学硕士研究生学位论文模板
397,同济大学,Tongji University,8/11,[HarlanHW/TongjiThesis](https://github.com/HarlanHW/TongjiThesis),1,11,0,0,2019-05-19,2019-05-06,2022-09-20, ,同济大学本科毕业论文Latex模板
398,同济大学,Tongji University,8/11,[NotoOotori/tjuthesis](https://github.com/NotoOotori/tjuthesis),1,12,4,2,2023-04-16,2020-07-21,2023-06-12,LPPL-1.3c,LaTeX Thesis Template for Tongji University
399,同济大学,Tongji University,8/11,[SXKDZ/tongjithesis](https://github.com/SXKDZ/tongjithesis),1,111,14,2,2020-07-12,2019-04-09,2023-11-23,Apache-2.0,同济大学本科毕业设计LaTeX模板 LaTeX template for Tongji Undergaduate Thesis
400,同济大学,Tongji University,8/11,[TJ-CSCCG/tongji-undergrad-thesis](https://github.com/TJ-CSCCG/tongji-undergrad-thesis),1,118,10,2,2023-11-19,2021-05-12,2023-11-24,LPPL-1.3c,:page_facing_up: 同济大学本科生毕业设计论文模板 | Tongji University Undergraduate Thesis Template | Overleaf / Mac / Linux / Windows / Workshop / Docker
401,同济大学,Tongji University,8/11,[hang-qi/tongji-thesis](https://github.com/hang-qi/tongji-thesis),0,9,0,1,2013-04-15,2012-04-05,2020-04-11, ,**【长久未更新】** LaTeX Template for undergraduate thesis of Tongji University
402,同济大学,Tongji University,8/11,[linxdcn/TongjiThesis](https://github.com/linxdcn/TongjiThesis),1,17,7,3,2018-07-28,2017-10-26,2022-09-13,MIT,"Latex, Tongji Thesis, 同济大学研究生论文模板"
403,同济大学,Tongji University,8/11,[marquistj13/TongjiThesis](https://github.com/marquistj13/TongjiThesis),1,267,86,8,2020-11-02,2018-02-18,2023-11-24, ,同济大学硕博士论文LaTeX模板
404,同济大学,Tongji University,8/11,[yumuzi/TONGJITHESIS](https://github.com/yumuzi/TONGJITHESIS),0,53,22,4,2016-04-16,2016-04-16,2023-11-16, ,**【长久未更新】** 同济大学毕业论文LATEX模板（包括本科、硕士、博士）
405,武汉大学,Wuhan University,12/15,[0xf4vul/whuBSthesis](https://github.com/0xf4vul/whuBSthesis),1,0,0,1,2015-04-20,2020-03-23,2021-01-04, ,武汉大学本科毕业论文 LaTeX 模版
406,武汉大学,Wuhan University,12/15,[Achhhe/WHUMaster-Latex-2021](https://github.com/Achhhe/WHUMaster-Latex-2021),1,0,0,1,2022-03-26,2022-03-26,2022-03-26, ,武汉大学研究生毕业论文latex模板
407,武汉大学,Wuhan University,12/15,[BenjaminHb/whu-thesis](https://github.com/BenjaminHb/whu-thesis),1,7,1,1,2022-06-21,2022-05-17,2023-05-30,MIT,:memo: 武汉大学毕业论文 LaTeX 模版 2022（为学术硕士进行了优化）
408,武汉大学,Wuhan University,12/15,[HarborYuan/whucs-thesis](https://github.com/HarborYuan/whucs-thesis),1,2,0,1,2023-06-01,2023-06-01,2023-06-01, ,武汉大学计算机学院毕业论文latex模版
409,武汉大学,Wuhan University,12/15,[YuanXinCherry/wust-thesis](https://github.com/YuanXinCherry/wust-thesis),1,1,0,1,2021-12-12,2021-12-12,2023-07-17,MIT,📝 武汉科技大学毕业论文 LaTeX 模版 2021
410,武汉大学,Wuhan University,12/15,[beanyoung/whu-master-thesis-template](https://github.com/beanyoung/whu-master-thesis-template),0,14,3,3,2012-06-19,2012-06-19,2023-04-26, ,**【已归档/长久未更新】** 武汉大学硕士学位论文latex模版
411,武汉大学,Wuhan University,12/15,[csarron/bsThesisWHU](https://github.com/csarron/bsThesisWHU),0,18,6,1,2015-05-16,2015-05-16,2023-11-11,MIT,**【长久未更新】** WHU BS Thesis Template
412,武汉大学,Wuhan University,12/15,[jwwangchn/WHU-Thesis-LaTeX](https://github.com/jwwangchn/WHU-Thesis-LaTeX),1,9,4,2,2021-04-14,2017-05-13,2023-04-07, ,武汉大学毕业论文模板。
413,武汉大学,Wuhan University,12/15,[lh9171338/WHU-Thesis](https://github.com/lh9171338/WHU-Thesis),1,6,0,1,2020-04-05,2019-05-31,2023-04-12,MIT,武汉大学本科生毕业论文 LaTeX 模板
414,武汉大学,Wuhan University,12/15,[liuyijiang1994/WHU-PhD-Latex](https://github.com/liuyijiang1994/WHU-PhD-Latex),1,5,1,1,2022-03-28,2022-03-28,2023-06-30, ,武汉大学武大博士生毕业论文latex模板
415,武汉大学,Wuhan University,12/15,[lvZic/latex](https://github.com/lvZic/latex),1,1,0,1,2018-08-16,2018-02-11,2020-11-03, ,武汉大学博士毕业论文(含标准参考文献格式) LaTeX 模版
416,武汉大学,Wuhan University,12/15,[paul-wu/whuthesis](https://github.com/paul-wu/whuthesis),0,1,2,1,2014-12-30,2014-12-30,2018-08-12, ,**【长久未更新】** 武汉大学本科毕业论文latex模板
417,武汉大学,Wuhan University,12/15,[prejudice666/whu-thesis-latex-template](https://github.com/prejudice666/whu-thesis-latex-template),1,0,0,1,2023-05-25,2023-05-21,2023-05-21, ,武汉大学2019级本科毕业论文Latex模板
418,武汉大学,Wuhan University,12/15,[whutug/whu-thesis](https://github.com/whutug/whu-thesis),1,729,164,11,2023-07-20,2019-03-18,2023-11-24,MIT,:memo: 武汉大学毕业论文 LaTeX 模版 2022
419,武汉大学,Wuhan University,12/15,[yaochenzhu/whu-rsie-master-thesis](https://github.com/yaochenzhu/whu-rsie-master-thesis),1,11,1,1,2022-05-19,2022-04-26,2023-05-30,MIT,武汉大学遥感信息工程学院硕士研究生毕业论文 LaTeX 模板
420,武汉理工大学,Wuhan University of Technology,4/4,[Jiayin-Gu/WUTthesis](https://github.com/Jiayin-Gu/WUTthesis),1,21,11,2,2020-11-01,2020-02-27,2023-11-22, ,武汉理工大学研究生学位论文LaTeX模板
421,武汉理工大学,Wuhan University of Technology,4/4,[huangyxi/WHUT-Bachelor](https://github.com/huangyxi/WHUT-Bachelor),1,36,7,0,2023-03-24,2019-09-22,2023-11-15, ,武汉理工大学本科生毕业设计（论文） LaTeX 模板    LaTeX Template for Bachelor's Degree Thesis at Wuhan University of Technology (WHUT)
422,武汉理工大学,Wuhan University of Technology,4/4,[mengyuqianxun/WHUT--LaTeX-bachelor-thesis](https://github.com/mengyuqianxun/WHUT--LaTeX-bachelor-thesis),1,23,5,1,2020-07-16,2020-03-20,2023-11-15, ,武汉理工大学本科生毕业设计（论文） LaTeX 模板
423,武汉理工大学,Wuhan University of Technology,4/4,[tsaoyu/WHUT-LaTeX-bachelor](https://github.com/tsaoyu/WHUT-LaTeX-bachelor),1,61,25,3,2019-06-07,2014-02-06,2023-11-15, ,This is a free LaTeX template for the undergraduate thesis at WHUT
424,西安电子科技大学,Xidian University,7/12,[103yiran/XDUthesis_xelatex](https://github.com/103yiran/XDUthesis_xelatex),0,19,2,4,2017-06-13,2017-06-10,2023-04-19,GPL-3.0,"**【长久未更新】** XDUthesis_xelatex is an *unofficial* XeLaTeX template for preparing bachelor, master, or doctor thesis in Xidian University."
425,西安电子科技大学,Xidian University,7/12,[Faust-Wang/XDUthesis_xelatex-master-2019](https://github.com/Faust-Wang/XDUthesis_xelatex-master-2019),1,30,4,2,2020-04-24,2019-08-10,2023-11-18,GPL-3.0,Thesis LaTex Template for Postgraduates of XIDIAN UNIVERSITY
426,西安电子科技大学,Xidian University,7/12,[Linxius/XDUBachelorThesis](https://github.com/Linxius/XDUBachelorThesis),1,12,2,2,2019-10-17,2019-04-05,2023-04-24, ,西电 西安电子科技大学 本科 毕业设计 毕设 学士学位 论文 latex模板
427,西安电子科技大学,Xidian University,7/12,[OpenMandrivaAssociation/texlive-xduthesis](https://github.com/OpenMandrivaAssociation/texlive-xduthesis),1,0,0,10,2023-10-04,2022-11-16,2022-11-16, ,XeLaTeX template for writing Xidian University Thesis
428,西安电子科技大学,Xidian University,7/12,[Qinka/xdu-ug-thesis](https://github.com/Qinka/xdu-ug-thesis),0,0,0,2,2017-08-24,2017-08-24,2017-08-24,LGPL-3.0,**【长久未更新】** Xidian University undergraduates' thesis template
429,西安电子科技大学,Xidian University,7/12,[StickCui/XDUthesis-personal](https://github.com/StickCui/XDUthesis-personal),1,152,69,6,2022-05-23,2015-12-10,2023-11-23, ,XDUthesis 西安电子科技大学学位论文模板  Xidian University thesis template
430,西安电子科技大学,Xidian University,7/12,[fredqi/xduthesis](https://github.com/fredqi/xduthesis),1,152,36,10,2019-03-26,2013-07-27,2023-11-01, ,XeLaTeX template for writing thesis aiming to apply degrees from Xidian University.
431,西安电子科技大学,Xidian University,7/12,[note286/xduts](https://github.com/note286/xduts),1,483,57,5,2023-03-23,2022-04-03,2023-11-25,LPPL-1.3c,Xidian University TeX Suite 西安电子科技大学LaTeX套装
432,西安电子科技大学,Xidian University,7/12,[oopsno/XDUThesis](https://github.com/oopsno/XDUThesis),0,10,0,2,2016-06-07,2016-05-21,2020-10-13, ,**【长久未更新】** 西安电子科技大学本科生毕业设计（论文）LaTeX模板
433,西安电子科技大学,Xidian University,7/12,[oopsno/yabasky](https://github.com/oopsno/yabasky),0,0,0,1,2016-05-26,2016-03-25,2016-05-26,LGPL-3.0,"**【长久未更新】** Yet Another XDU BAchelor thesiS Kit, YaBAskY"
434,西安电子科技大学,Xidian University,7/12,[xdlinux/xdba-thesis](https://github.com/xdlinux/xdba-thesis),0,102,41,12,2017-04-07,2011-12-31,2023-09-21,LGPL-3.0,**【已归档/长久未更新】** 西电本科毕业设计论文LaTeX模板宏包
435,西安电子科技大学,Xidian University,7/12,[ztcxdu/xdu_MS_thesis_template](https://github.com/ztcxdu/xdu_MS_thesis_template),1,1,2,1,2020-12-22,2020-12-22,2021-03-05,GPL-3.0,西电硕士论文模板
436,西安交通大学,Xi'an Jiaotong University,9/15,[1989Ryan/XJTU-Bachelor-Thesis-LaTeX-Template](https://github.com/1989Ryan/XJTU-Bachelor-Thesis-LaTeX-Template),1,13,5,1,2022-06-11,2020-05-12,2023-06-29,GPL-3.0,Thesis template without cover for B.S. candidates in XJTU.
437,西安交通大学,Xi'an Jiaotong University,9/15,[4712635/xjtu_thesis_template](https://github.com/4712635/xjtu_thesis_template),0,1,1,0,2016-10-08,2016-08-05,2016-12-13,GPL-3.0,**【长久未更新】** A latex template for xjtu thesis writing.
438,西安交通大学,Xi'an Jiaotong University,9/15,[Aetf/xjtuthesis](https://github.com/Aetf/xjtuthesis),1,162,46,5,2023-06-16,2015-05-31,2023-11-16,LPPL-1.3c,使用 LaTeX 排版学位论文！适用于西安交通大学学生
439,西安交通大学,Xi'an Jiaotong University,9/15,[ChenjieGump/XJTU-BSThesis_latex_2022](https://github.com/ChenjieGump/XJTU-BSThesis_latex_2022),1,7,0,1,2023-05-04,2022-05-17,2023-04-23,MIT,西安交通大学2022届本科毕业论文latex模版
440,西安交通大学,Xi'an Jiaotong University,9/15,[DylanXie123/Thesis-Template-for-XJTU](https://github.com/DylanXie123/Thesis-Template-for-XJTU),0,20,5,3,2020-11-02,2018-06-30,2023-05-29,GPL-3.0,**【已归档】** 
441,西安交通大学,Xi'an Jiaotong University,9/15,[Ming-Zhang-XJTU/XJTU-Thesis-Template](https://github.com/Ming-Zhang-XJTU/XJTU-Thesis-Template),0,34,16,4,2017-10-05,2017-02-15,2022-03-30, ,**【长久未更新】** This is a LaTeX template for doctoral thesis of Xi`an Jiaotong University (XJTU). The platform is Windows + TexLive + XeLaTex.
442,西安交通大学,Xi'an Jiaotong University,9/15,[Radiance-nt/XJTU_BachelorThesis_DagRank](https://github.com/Radiance-nt/XJTU_BachelorThesis_DagRank),1,0,0,1,2023-06-24,2023-06-23,2023-06-25,GPL-3.0,"西安交通大学, xjtu, 计算机科学与技术, cs, 本科毕业设计样例, latex"
443,西安交通大学,Xi'an Jiaotong University,9/15,[Tedxz/xjtuthesis-x](https://github.com/Tedxz/xjtuthesis-x),1,53,20,3,2019-05-19,2016-05-27,2023-10-21, ,西安交通大学毕业论文LaTeX模板
