index,zh,en,count,repository,archived,obsolete,stargazers,forks,pushed_at,created_at,license,description
568,中南大学,Central South University,9/1/1,[disc0ver-csu/csu-thesis](https://github.com/disc0ver-csu/csu-thesis), , ,182,39,2023-10-04,2019-12-13, ,中南大学学术论文LaTex模板。Central South University Thesis LaTeX Template.
569,中南大学,Central South University,9/1/1,[heyzbw/CSU_Thesis_Template](https://github.com/heyzbw/CSU_Thesis_Template), , ,14,4,2023-08-31,2022-10-21,Apache-2.0,中南大学本科生毕业设计论文模板
570,中南大学,Central South University,9/1/1,[hezhujun/CSU-Thesis-LaTeX](https://github.com/hezhujun/CSU-Thesis-LaTeX), , ,6,2,2021-06-07,2021-01-31, ,中南大学硕士论文LaTex模板。
571,中南大学,Central South University,9/1/1,[zhongjingjogy/thesisthemeCSU](https://github.com/zhongjingjogy/thesisthemeCSU), ,🔒️,13,6,2017-12-26,2017-05-08, ,A template for the thesis of CSU (Central South University).
572,中山大学,Sun Yat-sen University,11/0/5,[1FCENdoge/SYSUThesis](https://github.com/1FCENdoge/SYSUThesis), , ,41,11,2023-12-31,2022-04-29,GPL-3.0,中山大学研究生学位论文LaTeX模板（试用）
573,中山大学,Sun Yat-sen University,11/0/5,[DapengFeng/sysuthesis](https://github.com/DapengFeng/sysuthesis), , ,10,2,2023-10-18,2021-06-16,LPPL-1.3c,LaTeX Thesis Template for Sun Yat-sen University
574,中山大学,Sun Yat-sen University,11/0/5,[Lovely-XPP/SYSU-thesis](https://github.com/Lovely-XPP/SYSU-thesis), , ,3,0,2023-05-19,2023-02-27,GPL-3.0,中山大学 LaTeX 论文项目模板
575,中山大学,Sun Yat-sen University,11/0/5,[SYSU-SCC/sysu-thesis](https://github.com/SYSU-SCC/sysu-thesis), , ,458,66,2024-01-13,2020-12-28,GPL-3.0,中山大学 LaTeX 论文项目模板
576,中山大学,Sun Yat-sen University,11/0/5,[ShevaXu/LatexThesis4SYSU](https://github.com/ShevaXu/LatexThesis4SYSU), ,🔒️,9,10,2014-05-27,2014-05-27, ,[OUTDATED] Latex thesis template for Sun Yat-Sen University (SYSU) students
577,中山大学,Sun Yat-sen University,11/0/5,[chungkwong/sysu_thesis](https://github.com/chungkwong/sysu_thesis), ,🔒️,22,7,2018-02-23,2015-05-06, ,中山大学本科毕业论文非官方模版
578,中山大学,Sun Yat-sen University,11/0/5,[guanyingc/SYSU-LaTex-Thesis](https://github.com/guanyingc/SYSU-LaTex-Thesis), ,🔒️,31,6,2017-04-03,2017-01-07, , 
579,中山大学,Sun Yat-sen University,11/0/5,[guoyl6/thesis-dev](https://github.com/guoyl6/thesis-dev), ,🔒️,7,6,2018-10-16,2018-10-16,GPL-3.0,论文模版，来自 https://gitlab.com/sysu-gitlab/latex-group/thesis/tree/dev
580,中山大学,Sun Yat-sen University,11/0/5,[irenier/sysuthesis](https://github.com/irenier/sysuthesis), , ,12,2,2024-02-20,2023-03-10,BSD-3-Clause,中山大学本科生毕业论文 LaTeX 模板
581,中山大学,Sun Yat-sen University,11/0/5,[kuiqx/biyelunwen](https://github.com/kuiqx/biyelunwen), , ,0,0,2023-04-09,2023-04-09,GPL-3.0,中山大学毕业论文latex模板
582,中山大学,Sun Yat-sen University,11/0/5,[zhibo/sysuthesis](https://github.com/zhibo/sysuthesis), ,🔒️,25,19,2013-04-15,2011-05-09, ,sysuthesis based on pkuthss.
583,中央民族大学,Minzu University of China,1/0/0,[MUCVIP/mucthesis](https://github.com/MUCVIP/mucthesis), , ,0,0,2023-05-19,2023-04-10,LPPL-1.3c,中央民族大学学位论文Latex模板
