index,zh,en,count,repository,archived,obsolete,stargazers,forks,pushed_at,created_at,license,description
453,西北工业大学,Northwestern Polytechnical University,6/0/0,[NWPUMetaphysicsOffice/Yet-Another-LaTeX-Template-for-NPU-Thesis](https://github.com/NWPUMetaphysicsOffice/Yet-Another-LaTeX-Template-for-NPU-Thesis), , ,293,79,2024-02-23,2019-04-04,GPL-3.0,西北工业大学硕博学位论文模版 | Yet Another Thesis Template for Northwestern Polytechnical University
454,西北工业大学,Northwestern Polytechnical University,6/0/0,[jingchangshi/NPU_PhD_Thesis_LaTeXTemplate](https://github.com/jingchangshi/NPU_PhD_Thesis_LaTeXTemplate), , ,4,0,2022-01-07,2022-01-06, ,西北工业大学博士/硕士论文LaTeX模板，针对Windows平台集成TinyTeX引擎套装、中文字体、编译本模板所需宏包、SumatraPDF阅读器（支持热更新），总共232MB，无需安装几个GB的完整TeXLive，方便小白使用。
455,西北工业大学,Northwestern Polytechnical University,6/0/0,[polossk/LaTeX-Template-For-NPU-Thesis](https://github.com/polossk/LaTeX-Template-For-NPU-Thesis), , ,235,44,2023-05-17,2016-05-18,GPL-3.0,西北工业大学本科毕业设计论文模版 | Thesis Template for Northwestern Polytechnical University
456,西北工业大学,Northwestern Polytechnical University,6/0/0,[tianhangnpu/npu_thesis_template](https://github.com/tianhangnpu/npu_thesis_template), , ,1,1,2020-07-05,2020-07-05, ,西北工业大学博士论文latex模板
457,西北工业大学,Northwestern Polytechnical University,6/0/0,[zyk1999/LaTeX-Template-For-NPU-Thesis-CTex](https://github.com/zyk1999/LaTeX-Template-For-NPU-Thesis-CTex), , ,14,1,2022-03-12,2022-03-12,GPL-3.0,西北工业大学本科毕业设计论文模版ctex版
458,西北农林科技大学,Northwest A&F University,3/0/3,[Jeromezp/NorthWestThesis](https://github.com/Jeromezp/NorthWestThesis), ,🔒️,5,3,2017-05-31,2017-04-23,MIT,西北农林科技大学本科生毕业设计Latex的模板文件
459,西北农林科技大学,Northwest A&F University,3/0/3,[latexstudio/nwafuthesis](https://github.com/latexstudio/nwafuthesis), ,🔒️,5,19,2019-03-08,2019-03-08, ,西北农林科技大学学位论文LaTeX文档类(模板)，计划支持本科、硕士、博士学位论文。
460,西北农林科技大学,Northwest A&F University,3/0/3,[latexstudio/nwsuaf_thesis_template](https://github.com/latexstudio/nwsuaf_thesis_template), ,🔒️,0,0,2019-01-22,2019-02-23, ,西北农林科技大学博士学位论文LaTeX模板（个人用）
461,西北师范大学,Northwest Normal University,1/0/1,[yxli8023/Graduate-Thesis-Module](https://github.com/yxli8023/Graduate-Thesis-Module), ,🔒️,1,0,2018-02-15,2018-02-15, ,西北师范大学本科毕业论文模板
462,西交利物浦大学,Xi'an Jiaotong-Liverpool University,1/0/1,[feimax/latex_template_for_xjtlu_eee](https://github.com/feimax/latex_template_for_xjtlu_eee), ,🔒️,35,17,2017-11-27,2017-10-21,GPL-3.0,A LaTeX Template for XJTLU EEE Students
463,西南财经大学,Southwestern University of Finance and Economics,2/0/0,[OopsYao/swufethesis](https://github.com/OopsYao/swufethesis), , ,7,2,2023-03-07,2020-11-20,LPPL-1.3c,LaTeX Thesis Template for Southwestern University of Finance and Economics
464,西南财经大学,Southwestern University of Finance and Economics,2/0/0,[sierxue/ThesisSWUFE](https://github.com/sierxue/ThesisSWUFE), , ,30,7,2023-01-01,2019-12-23, ,西南财经大学毕业论文模板
465,西南交通大学,Southwest Jiaotong University,2/0/2,[Studio513/swjtuThesis](https://github.com/Studio513/swjtuThesis), ,🔒️,36,18,2015-12-08,2015-11-28, ,LaTeX Template of Southwest Jiaotong University Graduate Student Thesis
466,西南交通大学,Southwest Jiaotong University,2/0/2,[swjtutug/swjtuthesis](https://github.com/swjtutug/swjtuthesis), ,🔒️,36,8,2019-12-09,2018-03-16, ,LaTeX template for SWJTU thesis.
467,西南科技大学,Southwest University of Science and Technology,1/0/0,[japinli/swust-thesis](https://github.com/japinli/swust-thesis), , ,13,5,2022-02-28,2016-07-23, ,The thesis template of LaTeX for Southwest University of Science and Technology.
468,西南民族大学,Southwest University for Nationalities,1/0/1,[changkun/SWUNThesis](https://github.com/changkun/SWUNThesis), ,🔒️,5,3,2016-05-09,2015-11-20,LGPL-3.0,LaTeX Thesis Template for Southwest University for Nationalities
469,西南石油大学,Southwest Petroleum University,2/0/0,[MeetQu/swputhesis](https://github.com/MeetQu/swputhesis), , ,19,6,2023-09-07,2022-10-20,GPL-3.0,西南石油大学硕士学位论文 LaTeX 模板
470,西南石油大学,Southwest Petroleum University,2/0/0,[qingbyin/swputhesis](https://github.com/qingbyin/swputhesis), , ,3,0,2022-05-15,2021-09-03, ,LaTeX Thesis Template for SouthWest Petroleum University (SWPU)
471,厦门大学,Xiamen University,15/1/10,[CamuseCao/XMU-Thesis-Overleaf](https://github.com/CamuseCao/XMU-Thesis-Overleaf),📦, ,3,0,2020-08-11,2019-02-21, ,XMU-Thesis-template-on-Overleaf
472,厦门大学,Xiamen University,15/1/10,[CamuseCao/XMU-thesis](https://github.com/CamuseCao/XMU-thesis), , ,84,24,2021-05-21,2019-01-28,LPPL-1.3c,A LaTeX template
473,厦门大学,Xiamen University,15/1/10,[CoolTowel/XMU_ThesisTemplate](https://github.com/CoolTowel/XMU_ThesisTemplate), ,🔒️,3,0,2020-02-23,2020-02-23,GPL-3.0,厦门大学本科生毕业论文模板，基于2019年的标准。
474,厦门大学,Xiamen University,15/1/10,[DiggerWang/-Latex-](https://github.com/DiggerWang/-Latex-), ,🔒️,5,0,2019-01-30,2019-01-30, ,厦门大学本科生毕业论文最新Latex模板
475,厦门大学,Xiamen University,15/1/10,[F5Soft/xmu-template](https://github.com/F5Soft/xmu-template), , ,43,10,2022-05-23,2022-04-16,MIT,厦门大学本科毕业论文 LaTeX 模版和毕业答辩幻灯片 LaTeX 模版
476,厦门大学,Xiamen University,15/1/10,[faying/XMU-LaTeX-Template](https://github.com/faying/XMU-LaTeX-Template), ,🔒️,2,2,2012-11-23,2012-11-20, ,XMU LaTeX Template
477,厦门大学,Xiamen University,15/1/10,[kirainmoe/xmu-thesis-latex-template](https://github.com/kirainmoe/xmu-thesis-latex-template), , ,15,0,2022-05-10,2022-05-01,MIT,Bachelor degree thesis LaTeX template of Xiamen University for self use. (厦门大学本科生毕业论文 / 设计 LaTeX 模板)
478,厦门大学,Xiamen University,15/1/10,[liulizhi1996/XMU-Bachelor-Thesis-Templete](https://github.com/liulizhi1996/XMU-Bachelor-Thesis-Templete), ,🔒️,2,3,2018-05-08,2018-05-08, ,A Latex templete of bachelor thesis of Xiamen University
479,厦门大学,Xiamen University,15/1/10,[naseeihity/xmu-latex-temple](https://github.com/naseeihity/xmu-latex-temple), ,🔒️,12,5,2017-05-04,2017-05-04, ,厦门大学本科毕业论文 Latex 模板(2017届)
480,厦门大学,Xiamen University,15/1/10,[neofung/XMU_master_and_doctor_degree_thesis](https://github.com/neofung/XMU_master_and_doctor_degree_thesis), ,🔒️,56,28,2016-06-23,2013-04-28, ,厦门大学硕士博士毕业论文模板
481,厦门大学,Xiamen University,15/1/10,[renkun-ken/xmu-thesis-lyx](https://github.com/renkun-ken/xmu-thesis-lyx), ,🔒️,1,2,2015-04-17,2015-03-10,MIT,A LyX Template for master/PhD thesis of Xiamen University
482,厦门大学,Xiamen University,15/1/10,[uhomelee/xmu-undergraduate-thesis](https://github.com/uhomelee/xmu-undergraduate-thesis), ,🔒️,0,0,2019-05-27,2019-05-06, ,xmu-undergraduate-thesis
483,厦门大学,Xiamen University,15/1/10,[wwwxmu/-Latex-](https://github.com/wwwxmu/-Latex-), ,🔒️,4,2,2015-05-07,2015-05-07, ,厦门大学本科毕业论文（设计）Latex模板
484,厦门大学,Xiamen University,15/1/10,[xiamenwcy/LaTeXFileforXMUThesis](https://github.com/xiamenwcy/LaTeXFileforXMUThesis), ,🔒️,12,11,2018-11-22,2016-01-23, ,厦大硕士论文Latex模板
485,厦门大学,Xiamen University,15/1/10,[zoam/xmu-thesis-grd](https://github.com/zoam/xmu-thesis-grd), , ,137,36,2024-01-13,2020-10-01, ,厦门大学研究生学位论文 LaTeX 模板
486,湘潭大学,Xiangtan University,2/0/2,[MrDongdongLin/xtuthesis](https://github.com/MrDongdongLin/xtuthesis), ,🔒️,18,10,2018-07-17,2018-01-29, ,湘潭大学硕士论文模板（包含LaTeX和Word）
487,湘潭大学,Xiangtan University,2/0/2,[ruiminshen/ThesisXTU](https://github.com/ruiminshen/ThesisXTU), ,🔒️,6,4,2015-05-22,2015-04-14,GPL-2.0,湘潭大学硕/博士学位论文LyX（LaTeX）模板
488,新疆大学,Xinjiang University,1/0/1,[LeoLQF/xjuthesis](https://github.com/LeoLQF/xjuthesis), ,🔒️,8,2,2019-01-12,2019-01-12, , 
489,云南大学,Yunnan University,4/0/2,[Astro-Lee/YNU-thesis-bachelor](https://github.com/Astro-Lee/YNU-thesis-bachelor), , ,11,0,2023-01-30,2022-02-27,MIT,云南大学本科学生毕业论文 (设计) LaTeX 模板
490,云南大学,Yunnan University,4/0/2,[Astro-Lee/YNUthesis](https://github.com/Astro-Lee/YNUthesis), , ,8,0,2024-02-23,2023-03-02,LPPL-1.3c,LaTeX thesis template for Yunnan University
491,云南大学,Yunnan University,4/0/2,[ZhenfengLei/Yunnan-University-Thesis-Latex](https://github.com/ZhenfengLei/Yunnan-University-Thesis-Latex), ,🔒️,10,0,2018-07-26,2018-07-22, ,"This is a thesis template for Yunnan University, which is suitable for master students! 这里是一个云南大学硕士毕业论文模板latex。该模板是根据其云南大学毕业模板要求撰写，分享供大家使用！"
492,云南大学,Yunnan University,4/0/2,[cherrot/ynuthesislyx](https://github.com/cherrot/ynuthesislyx), ,🔒️,9,8,2013-05-19,2013-05-19, ,云南大学学位论文模板，基于 thuthesislyx 和 thuthesis 两个项目稍作修改而得。
493,浙江财经大学,Zhejiang University Of Finance & Economics,1/0/0,[sqsssq/ZUFE-Thesis](https://github.com/sqsssq/ZUFE-Thesis), , ,15,3,2022-12-07,2022-02-09,MIT,浙江财经大学本科生毕业论文（设计）模板，LaTeX / Word
494,浙江大学,Zhejiang University,16/1/13,[5kg/zju-bachelor-thesis](https://github.com/5kg/zju-bachelor-thesis), ,🔒️,14,8,2012-05-07,2012-03-05, ,LaTeX templates for ZJU bachlor thesis
495,浙江大学,Zhejiang University,16/1/13,[DelightRun/ZJUThesis-MPhil](https://github.com/DelightRun/ZJUThesis-MPhil), ,🔒️,30,12,2019-01-14,2019-01-14,MIT,浙江大学计算机学院硕士论文LaTeX模板
496,浙江大学,Zhejiang University,16/1/13,[TheNetAdmin/zjuthesis](https://github.com/TheNetAdmin/zjuthesis), , ,2254,550,2024-02-25,2018-04-19,MIT,Zhejiang University Graduation Thesis LaTeX Template
497,浙江大学,Zhejiang University,16/1/13,[Wangqsooooo/Latex_template](https://github.com/Wangqsooooo/Latex_template), ,🔒️,16,3,2019-04-09,2019-03-28, ,浙江大学电气工程学院毕业论文文献综述与开题报告Latex模板
498,浙江大学,Zhejiang University,16/1/13,[Yirui-Wang/ZJU-CSE-Latex](https://github.com/Yirui-Wang/ZJU-CSE-Latex), ,🔒️,15,0,2019-01-11,2019-01-03, ,浙江大学控制学院本科生毕业论文Latex模板。
499,浙江大学,Zhejiang University,16/1/13,[ZJU-Awesome/write_with_LaTeX](https://github.com/ZJU-Awesome/write_with_LaTeX), ,🔒️,125,90,2019-01-08,2015-08-18, , 
500,浙江大学,Zhejiang University,16/1/13,[Zhejiang-University-GKC/cs-zju-thesis](https://github.com/Zhejiang-University-GKC/cs-zju-thesis), , ,0,0,2022-07-16,2020-04-07,BSD-2-Clause,ZJU thesis templates for Latex
501,浙江大学,Zhejiang University,16/1/13,[ankwinters/ZJUthesis_template](https://github.com/ankwinters/ZJUthesis_template), ,🔒️,0,0,2019-01-02,2018-12-24, ,ZJU thesis template for macOS
502,浙江大学,Zhejiang University,16/1/13,[corenel/zju-thesis](https://github.com/corenel/zju-thesis), , ,7,2,2020-12-06,2020-01-01,MIT,LaTeX template for ZJU graduate student.
503,浙江大学,Zhejiang University,16/1/13,[denil1111/ZJU-Thesis-Template-for-Mac](https://github.com/denil1111/ZJU-Thesis-Template-for-Mac), ,🔒️,26,5,2017-03-27,2016-06-07,MIT,ZJU Thesis Template for Mac
504,浙江大学,Zhejiang University,16/1/13,[eclipselu/zjuthesis-mphil](https://github.com/eclipselu/zjuthesis-mphil), ,🔒️,28,10,2017-01-16,2013-01-11, ,Template for master thesis of ZJU CSers
505,浙江大学,Zhejiang University,16/1/13,[huoyao/ZJUThesis](https://github.com/huoyao/ZJUThesis), ,🔒️,12,6,2016-03-15,2016-01-27,GPL-3.0,"Master thesis template of college of Computer Science, Zhejiang University, can easily be extended to the doctoral thesis and engineering papers"
506,浙江大学,Zhejiang University,16/1/13,[junpeiz/ZJU-CS-Undergrad-Thesis-Latex-Template](https://github.com/junpeiz/ZJU-CS-Undergrad-Thesis-Latex-Template), ,🔒️,3,1,2019-03-24,2019-03-22, ,Zhejiang University CS Department Undergraduate Thesis Latex Template
507,浙江大学,Zhejiang University,16/1/13,[jzhugithub/zju_thesis_latex](https://github.com/jzhugithub/zju_thesis_latex), ,🔒️,5,7,2018-04-03,2017-12-05, ,propose and thesis latex templet for zhejiang university
508,浙江大学,Zhejiang University,16/1/13,[shuwei1204/ZJUthesis](https://github.com/shuwei1204/ZJUthesis), ,🔒️,132,51,2018-06-22,2015-10-02, ,Latex Thesis template of Zhejiang University (zju)
509,浙江大学,Zhejiang University,16/1/13,[zhanghai/zju-csse-undergraduate-design-latex-template](https://github.com/zhanghai/zju-csse-undergraduate-design-latex-template),📦,🔒️,131,30,2017-06-04,2017-03-28, ,浙江大学计算机科学与技术、软件工程专业本科毕业设计 LaTeX 模板
510,浙江工商大学,Zhejiang Gongshang University,1/0/0,[zewei-Zhang/zjgsuthesis](https://github.com/zewei-Zhang/zjgsuthesis), , ,4,0,2022-04-26,2022-04-17,MIT,用于浙江工商大学本科生毕业论文的Latex模板。
511,浙江工业大学,Zhejiang University of Technology,3/1/0,[AsukaEva2/ZJUTbachelor](https://github.com/AsukaEva2/ZJUTbachelor), , ,6,0,2022-09-15,2022-03-24,GPL-3.0,浙江工业大学理学院本科论文LaTeX模板
512,浙江工业大学,Zhejiang University of Technology,3/1/0,[yyz98799/zjutthesis](https://github.com/yyz98799/zjutthesis),📦, ,21,14,2022-08-09,2013-06-26, ,ZJUT XeLaTeX template of graduation project
513,浙江工业大学,Zhejiang University of Technology,3/1/0,[zjutjh/zjutthesis](https://github.com/zjutjh/zjutthesis), , ,39,31,2023-01-30,2012-07-22, ,ZJUT XeLaTeX template of graduation project
514,浙江理工大学,Zhejiang Sci-Tech University,1/0/1,[YvonZhou/ZSTUThesis](https://github.com/YvonZhou/ZSTUThesis), ,🔒️,1,0,2019-04-14,2019-05-23,Apache-2.0,浙江理工大学 XeLaTeX 学位论文及课程论文模板
515,浙江师范大学,Zhejiang Normal University,1/0/1,[minqimao/zjnu_thesis](https://github.com/minqimao/zjnu_thesis), ,🔒️,1,0,2017-01-27,2017-01-27,GPL-2.0,zjnuthesis/浙江师范大学毕业论文LaTeX模板/tmp
516,郑州大学,Zhengzhou University,5/0/1,[RonTs/zzuthesis](https://github.com/RonTs/zzuthesis), , ,13,5,2021-03-05,2017-05-07, ,郑州大学本科毕业设计(论文)和研究生学位论文(含 硕士和博士) LaTeX 模版。
517,郑州大学,Zhengzhou University,5/0/1,[ZZUTUG/ZZU_Thesis](https://github.com/ZZUTUG/ZZU_Thesis), , ,1,1,2022-02-28,2021-12-06,LPPL-1.3c, 
518,郑州大学,Zhengzhou University,5/0/1,[fylimas/zzuthesis](https://github.com/fylimas/zzuthesis), , ,7,1,2023-04-09,2023-02-08, ,zzuthesis模版是参照《郑州大学学位论文写作规范格式》编制的非官方LaTeX模版，目的是摆脱word公式、图表、参考文献的图注、交叉引用的奇奇怪怪的问题，并提前学习和了解学术界的事实排版工具TeX。
519,郑州大学,Zhengzhou University,5/0/1,[lusongno1/-latex-](https://github.com/lusongno1/-latex-), ,🔒️,6,2,2019-04-19,2019-04-19, ,根据郑州大学毕业论文要求做的一个毕业论文latex模板
520,郑州大学,Zhengzhou University,5/0/1,[tuxify/zzuthesis](https://github.com/tuxify/zzuthesis), , ,40,20,2023-05-31,2016-08-28, ,郑州大学本科毕业设计(论文)和研究生学位论文(含 硕士和博士) LaTex 模版。--Imported from code.google.com/p/zzuthesis
521,中国传媒大学,Communication University of China,3/0/0,[AmnesiaBeing/CUC-Thesis-Template](https://github.com/AmnesiaBeing/CUC-Thesis-Template), , ,6,3,2021-06-09,2021-05-29, ,中国传媒大学工科研究生毕业论文Latex模板
522,中国传媒大学,Communication University of China,3/0/0,[cucJ2014/CUC_Template-of-thesis_Latex](https://github.com/cucJ2014/CUC_Template-of-thesis_Latex), , ,9,0,2021-11-09,2021-01-07, ,中国传媒大学论文模板Latex
523,中国传媒大学,Communication University of China,3/0/0,[felicia-tung/My-CUC-Thesis](https://github.com/felicia-tung/My-CUC-Thesis), , ,0,0,2023-11-28,2023-11-19,LPPL-1.3c,CUC 毕业论文
524,中国地质大学,China University of Geosciences,4/0/2,[Timozer/CUGThesis](https://github.com/Timozer/CUGThesis), , ,63,18,2024-01-05,2018-03-14,GPL-3.0,中国地质大学（武汉）研究生学位论文 TeX 模板。目前仍然在开发和完善中，如果有下载并且使用的同学，请时常记得来这里更新模板。
525,中国地质大学,China University of Geosciences,4/0/2,[benmyb/CUGThesis](https://github.com/benmyb/CUGThesis), ,🔒️,16,3,2019-05-08,2018-05-22, ,中国地质大学（武汉）本科毕设论文latex，基于Timozer/CUGThesis
526,中国地质大学,China University of Geosciences,4/0/2,[xujinlai/CUGThesis](https://github.com/xujinlai/CUGThesis), ,🔒️,9,5,2015-06-05,2015-03-07,GPL-2.0,The Latex Template for the Master Degree Graduate Thesis writting in China University of Geosciences.
527,中国地质大学,China University of Geosciences,4/0/2,[zguoch/cugthesis](https://github.com/zguoch/cugthesis), , ,16,1,2021-05-13,2018-10-26,MIT,中国地质大学（武汉）学位论文Latex模板
528,中国海洋大学,Ocean University of China,6/1/0,[Duola-li/OUC-Latex-Thesis-master](https://github.com/Duola-li/OUC-Latex-Thesis-master), , ,1,0,2023-05-29,2023-05-27, ,中国海洋大学研究生毕业论文模版（硕博通用）
529,中国海洋大学,Ocean University of China,6/1/0,[OSOUC/UndergraduateThesisLaTeXTemplate](https://github.com/OSOUC/UndergraduateThesisLaTeXTemplate), , ,46,9,2022-05-01,2015-05-23,MIT,中国海洋大学本科毕业论文LaTeX模版 OUC Undergraduate Thesis LaTeX Template
530,中国海洋大学,Ocean University of China,6/1/0,[SunYufei/oucthesis](https://github.com/SunYufei/oucthesis), , ,2,0,2021-05-24,2021-04-28, ,中国海洋大学硕博学位论文 LaTeX 模板
531,中国海洋大学,Ocean University of China,6/1/0,[ouc-ocean-group/oucthesis](https://github.com/ouc-ocean-group/oucthesis),📦, ,43,11,2022-12-13,2019-12-19, ,中国海洋大学硕士博士学位论文 LaTeX 模板 Latex template for OUC graduate thesis.
532,中国海洋大学,Ocean University of China,6/1/0,[summitgao/OUC-LaTex-bachelor](https://github.com/summitgao/OUC-LaTex-bachelor), , ,56,12,2023-06-01,2021-04-18, ,中国海洋大学本科生毕业论文LaTeX模板（Overleaf版）
533,中国海洋大学,Ocean University of China,6/1/0,[summitgao/OUC-LaTex-master](https://github.com/summitgao/OUC-LaTex-master), , ,56,8,2023-02-20,2021-07-31, ,中国海洋大学硕士博士学位论文 LaTeX 模板（Overleaf版）
534,中国科学技术大学,University of Science and Technology of China,7/0/4,[DingyunZhang/ustc_thesis_bachelor](https://github.com/DingyunZhang/ustc_thesis_bachelor), , ,0,0,2022-04-01,2022-04-01,LPPL-1.3c,template for undergraduate thesis
535,中国科学技术大学,University of Science and Technology of China,7/0/4,[GaZ3ll3/ustcthesis](https://github.com/GaZ3ll3/ustcthesis), ,🔒️,4,1,2014-02-07,2014-01-21,GPL-2.0,template for USTC thesis
536,中国科学技术大学,University of Science and Technology of China,7/0/4,[acgotaku/USTC-SSE-THESIS](https://github.com/acgotaku/USTC-SSE-THESIS), ,🔒️,30,4,2017-03-04,2016-12-31, ,适用于中科大软件学院工程硕士的Latex模板
537,中国科学技术大学,University of Science and Technology of China,7/0/4,[jiaopjie/ustcthesis](https://github.com/jiaopjie/ustcthesis), ,🔒️,1,0,2019-02-12,2017-02-14, ,USTC thesis LaTeX template
538,中国科学技术大学,University of Science and Technology of China,7/0/4,[ustctug/ustclyx](https://github.com/ustctug/ustclyx), , ,41,7,2022-07-29,2014-03-13,GPL-3.0,LyX template for USTC thesis
539,中国科学技术大学,University of Science and Technology of China,7/0/4,[ustctug/ustcthesis](https://github.com/ustctug/ustcthesis), , ,1474,386,2023-08-05,2015-07-07,LPPL-1.3c,LaTeX template for USTC thesis
540,中国科学技术大学,University of Science and Technology of China,7/0/4,[ywgATustcbbs/ustcthesis](https://github.com/ywgATustcbbs/ustcthesis), ,🔒️,134,50,2016-02-24,2015-03-17, ,Moved to USTCTUG on Github中国科学技术大学学位论文通用LaTeX模板. LaTeX templates for UNDERGRADUATE and GRADUATE STUDENTS of USTC. Backup mirror at GitLab (sponsored by LUG@USTC) : https://gitlab.lug.ustc.edu.cn/ywg/ustcthesis
541,中国科学院大学,University of Chinese Academy of Sciences,8/0/4,[FirstPotato/IUE-Thesis](https://github.com/FirstPotato/IUE-Thesis), , ,1,0,2020-07-01,2020-07-01, ,国科大学位论文 LaTeX 模板的中国科学院城市环境研究所适配版
542,中国科学院大学,University of Chinese Academy of Sciences,8/0/4,[UCASthesis/The-LaTeX-thesis-template-of-UCAS](https://github.com/UCASthesis/The-LaTeX-thesis-template-of-UCAS), ,🔒️,17,13,2018-05-24,2016-12-30, ,中国科学院大学学位论文LaTeX模板
543,中国科学院大学,University of Chinese Academy of Sciences,8/0/4,[guoxiaowhu/UCAS_Thesis](https://github.com/guoxiaowhu/UCAS_Thesis), , ,14,0,2023-04-19,2022-10-13, ,The newest template of thesis for UCAS
544,中国科学院大学,University of Chinese Academy of Sciences,8/0/4,[iphyer/UCASThesisTemplete](https://github.com/iphyer/UCASThesisTemplete), , ,27,12,2021-01-16,2014-06-30,MIT,LaTeX template of PhD/graduate Thesis of University of Chinese Academy of Sciences
545,中国科学院大学,University of Chinese Academy of Sciences,8/0/4,[mohuangrui/ucasthesis](https://github.com/mohuangrui/ucasthesis), , ,3291,925,2024-02-29,2014-05-08, ,LaTeX Thesis Template for the University of Chinese Academy of Sciences
546,中国科学院大学,University of Chinese Academy of Sciences,8/0/4,[wuzhouhui/ucas_ict_thesis](https://github.com/wuzhouhui/ucas_ict_thesis), ,🔒️,25,12,2017-04-26,2017-04-18, ,中国科学院大学计算技术研究所博士硕士学位论文 LaTeX 模板
547,中国科学院大学,University of Chinese Academy of Sciences,8/0/4,[xiaoyao9933/UCASthesis](https://github.com/xiaoyao9933/UCASthesis), ,🔒️,210,87,2018-10-12,2014-09-21, ,**国科大新版标准** 中国科学院大学学位论文模板，目前遵守2018国科大指导标准。 a LaTeX template for UCAS.
548,中国科学院大学,University of Chinese Academy of Sciences,8/0/4,[yulijia/LaTeX_UCASthesis](https://github.com/yulijia/LaTeX_UCASthesis), ,🔒️,12,6,2017-11-07,2013-01-11, ,LaTeX template of graduate Thesis [University of Chinese Academy of Sciences]
549,中国科学院自动化研究所,"Institute of Automation, Chinese Academy of Sciences",1/0/1,[phoenix1917/CASIA-Thesis](https://github.com/phoenix1917/CASIA-Thesis), ,🔒️,33,12,2018-03-06,2018-03-04, ,自动化所硕博论文模板
550,中国矿业大学,China University of Mining and Technology,1/0/1,[jiandong4388/CUMTB-Latex](https://github.com/jiandong4388/CUMTB-Latex), ,🔒️,11,3,2018-05-11,2018-01-30, ,CUMTB-Latex
551,中国农业大学,China Agricultural University,1/0/0,[Cdmium/CAUTemplate](https://github.com/Cdmium/CAUTemplate), , ,23,11,2020-08-06,2018-09-25, ,China Agricultural University Course Thesis LaTeX Template
552,中国人民大学,Renmin University of China,5/0/2,[HughYau/RUCthesis-for-Bachelor](https://github.com/HughYau/RUCthesis-for-Bachelor), , ,10,3,2022-03-23,2020-06-06, ,中国人民大学本科生毕业论文（2021年修订版）latex模板
553,中国人民大学,Renmin University of China,5/0/2,[MelodyRen1998/ruc-thesis-template-via-bookdown](https://github.com/MelodyRen1998/ruc-thesis-template-via-bookdown), , ,9,7,2020-03-17,2018-09-30, ,Thesis template for Renmin University of China
554,中国人民大学,Renmin University of China,5/0/2,[ZebinWang/ructhesis](https://github.com/ZebinWang/ructhesis), , ,99,58,2022-12-07,2015-10-23, ,中国人民大学LaTeX论文模板
555,中国人民大学,Renmin University of China,5/0/2,[abuccts/ructhesis](https://github.com/abuccts/ructhesis), ,🔒️,3,0,2017-10-31,2017-04-18,LPPL-1.3c,LaTeX Thesis Template for Renmin University of China
556,中国人民大学,Renmin University of China,5/0/2,[tnoa77/RUC_Thesis_2019](https://github.com/tnoa77/RUC_Thesis_2019), ,🔒️,3,0,2020-02-06,2020-02-06, , 
557,中国石油大学（北京）,China University of Petroleum (Beijing),1/0/0,[linyuantiaohe/cupb-phd-thesis](https://github.com/linyuantiaohe/cupb-phd-thesis), , ,5,1,2022-05-12,2018-07-13, ,中国石油大学（北京）博士毕业论文Latex模板
558,中国石油大学（华东）,China University of Petroleum (East China),3/0/1,[DotWang/UPCThesis_advanced](https://github.com/DotWang/UPCThesis_advanced), ,🔒️,8,0,2019-02-14,2018-10-07, ,中国石油大学(华东)本科毕业设计论文LaTeX模板----基于UPCLaTeX/UPCThesis进行改进
559,中国石油大学（华东）,China University of Petroleum (East China),3/0/1,[cr0wchen/upc-thesis-2020](https://github.com/cr0wchen/upc-thesis-2020), , ,0,0,2020-06-29,2020-12-23, ,中国石油大学（华东）本科毕业论文LaTex模板
560,中国石油大学（华东）,China University of Petroleum (East China),3/0/1,[walkman-z/upc-thesis-2020](https://github.com/walkman-z/upc-thesis-2020), , ,22,5,2020-08-16,2020-05-27,MIT,中国石油大学（华东）本科毕业论文LaTex模板
561,中南财经政法大学,Zhongnan University of Economics and Law,2/0/1,[YihanCao123/zuel_thesis](https://github.com/YihanCao123/zuel_thesis), , ,3,0,2020-05-18,2020-05-11,MIT,中南财经政法大学本科课程论文模板（非官方）
562,中南财经政法大学,Zhongnan University of Economics and Law,2/0/1,[donk3yzz/zuel_zh](https://github.com/donk3yzz/zuel_zh), ,🔒️,2,0,2019-04-06,2019-03-04, ,中南财经政法大学本科生毕业论文模版
563,中南大学,Central South University,9/1/1,[BingBLL/CSUThesis](https://github.com/BingBLL/CSUThesis), , ,0,0,2021-12-24,2021-12-24,Apache-2.0,中南大学大学 XeLaTeX 学位论文及课程论文模板 Central South University XeLaTeX Thesis Template
564,中南大学,Central South University,9/1/1,[BlurryLight/CSU-Thesis-LaTeX-Template](https://github.com/BlurryLight/CSU-Thesis-LaTeX-Template),📦, ,18,3,2021-05-11,2019-05-05, ,中南大学本科学位论文LaTeX模板
565,中南大学,Central South University,9/1/1,[CSGrandeur/CSU-Thesis-LaTeX-Template](https://github.com/CSGrandeur/CSU-Thesis-LaTeX-Template), , ,70,33,2022-06-27,2019-03-13, ,中南大学学位论文LaTeX模板
566,中南大学,Central South University,9/1/1,[CSUcse/CSUthesis](https://github.com/CSUcse/CSUthesis), , ,121,33,2023-04-19,2020-04-07, ,中南大学研究生学位论文LaTex模版（博士和硕士）
567,中南大学,Central South University,9/1/1,[ChaoYan/CSUThesis](https://github.com/ChaoYan/CSUThesis), , ,3,0,2021-07-22,2020-12-09,Apache-2.0,中南大学 XeLaTeX 学位论文及课程论文模板 Central South University XeLaTeX Thesis Template
