学校（机构）	学校（机构）英文	分类	语言	GitHub仓库	已归档	Star数	Fork数
北京航空航天大学	Beihang University (Beijing University of Aeronautics and Astronautics, BUAA)	thesis	latex	https://github.com/cgsdfc/GraduateDesign	False	7	1
厦门大学	Xiamen University	thesis	latex	https://github.com/DiggerWang/-Latex-	False	7	1
（加拿大）约克大学	York University	thesis	latex	https://github.com/philchalmers/York_Thesis_LyX	False	7	1
上海交通大学	Shanghai Jiaotong University	report	latex	https://github.com/MrShoza/SJTU-Bachelor-Thesis-Proposal-Latex-Template	False	7	0
吉林大学	Jilin University	thesis	latex	https://github.com/OceanPresentChao/JLU-SE-Thesis-Template	False	7	0
武汉大学	Wuhan University	report	latex	https://github.com/flyQQQHddd/temp-of-report	False	7	0
南方科技大学	Southern University of Science and Technology	thesis	typst	https://github.com/wyatt-feng/sustech-ug-thesis-typst	False	7	0
吉林大学	Jilin University	thesis	latex	https://github.com/quanfan-zi/Latex-Paper-Templates	False	7	0
哈尔滨工业大学	Harbin Institute of Technology	presentation	latex	https://github.com/liziwl/sustech-xiaosan-beamer	False	7	0
（日本）九州工业大学	Kyushu Institute of Technology	thesis	latex	https://github.com/ravijo/kyutech-thesis-template	False	7	0
武汉大学	Wuhan University	thesis	latex	https://github.com/lh9171338/WHU-Thesis	False	7	0
南方科技大学	Southern University of Science and Technology	thesis	latex	https://github.com/whzecomjm/sustcthesis	False	6	14
（英国）牛津大学	University of Oxford	thesis	latex	https://github.com/Tinyblack/Oxford-EngSci-Thesis-Template	False	6	12
（加拿大）多伦多大学	University of Toronto	presentation	latex	https://github.com/alexalex222/Beamer-template-uoft	False	6	9
北京邮电大学	Beijing University of Posts and Telecommunications	thesis	latex	https://github.com/wugh/bupt-thesis-bachelor	False	6	9
北方民族大学	Northern Minzu University	thesis	latex	https://github.com/WizenZhang/NMUThesis	False	6	8
（印度）印度理工学院马德拉斯分校	Indian Institute of Technology Madras (IIT Madras)	thesis	latex	https://github.com/j-jith/iitm-thesis	False	6	8
通用模板	Common Templates	thesis	latex	https://github.com/Aloft-Lab/CTEX-Templates	False	6	6
北京科技大学	Beijing University of Science and Technology	thesis	latex	https://github.com/liuzhaoboatenficomcn/Latex-template-for-University-of-Science-and-Technology-Beijing	False	6	6
东北大学	Northeastern University	thesis	latex	https://github.com/PlayerAI/NEU_PHD_Template	False	6	6
（美国）耶鲁大学	Yale University	thesis	latex	https://github.com/jopetty/yale-thesis	False	6	5
台湾大学	National Taiwan University (NTU)	thesis	markdown	https://github.com/liao961120/thesis	False	6	4
山东师范大学	Shandong Normal University	thesis	latex	https://github.com/SmartHelium/sdnubachelor	False	6	4
（秘鲁）国立工程大学	National University of Engineering	thesis	latex	https://github.com/ErickChacon/uni-thesis	False	6	4
通用模板	Common Templates	thesis	markdown	https://github.com/COPPE-UFRJ/coppedown	False	6	3
西安交通大学	Xi'an Jiaotong University	thesis	latex	https://github.com/haoyun/xjtu-thesis-BSc	True	6	3
（奥地利）维也纳工业大学	Vienna University of Technology (TU Wien)	thesis	latex	https://github.com/tobjec/tuw-latex-thesis-template	False	6	2
西南交通大学	Southwest Jiaotong University	presentation	latex	https://github.com/Denkiyohou/SWJTU_Slides_Template	False	6	2
中南大学	Central South University	thesis	latex	https://github.com/hezhujun/CSU-Thesis-LaTeX	False	6	2
北京林业大学	Beijing Forestry University	thesis	latex	https://github.com/quaeast/BjfuLatexTemplate	False	6	2
东北大学	Northeastern University	thesis	latex	https://github.com/NEUAI/neuthesis-en	False	6	2
华东师范大学	East China Normal University	thesis	latex	https://github.com/Jarvis-K/ECNU_Latex_Template	False	6	2
（伊朗）伊朗科技大学	Iran University of Science and Technology (IUST)	thesis	latex	https://github.com/habedi/IUST-Master-Thesis-Template	False	6	2
华东理工大学	East China University of Science and Technology	thesis	latex	https://github.com/hgkdzbf6/EcustThesis	False	6	2
通用模板	Common Templates	thesis	markdown	https://github.com/KuhlTime/hsd-markdown-thesis	False	6	1
通用模板	Common Templates	report	latex	https://github.com/geraked/template-report	False	6	1
（德国）哥廷根大学	University of Göttingen	thesis	latex	https://github.com/mhellmeier/LaTeX-Thesis-Template	False	6	1
北京大学	Peking University	thesis	latex	https://github.com/GXIU/Easy-Templates	False	6	1
（印度）马尼帕尔理工学院	Manipal Institute of Technology	thesis	latex	https://github.com/avnishsachar/manipal_thesis_template	False	6	1
哈尔滨工业大学	Harbin Institute of Technology	thesis	latex	https://github.com/Jingxuan-Yang/YangThesis.HITSZ.Dissertation	False	6	1
湖南大学	Hunan University	thesis	latex	https://github.com/LASER-Yi/HNU-Thesis-LaTeX-Template	False	6	1
北京师范大学	Beijing Normal University	thesis	markdown	https://github.com/94wgfk/BNUThesisPandoc	False	6	1
安徽大学	Anhui University	thesis	latex	https://github.com/qxx/AHU_Thesis	False	6	1
中南大学	Central South University	thesis	latex	https://github.com/ChaoYan/CSUThesis	False	6	0
通用模板	Common Templates	thesis	latex	https://github.com/marcocrowe/thesis-templates	False	6	0
东南大学	Southeast University	presentation	latex	https://github.com/GuanxingLu/SEU-beamer-latex-slide	False	6	0
武汉大学	Wuhan University	report	latex	https://github.com/whutug/course-report	False	6	0
大连理工大学	Dalian University of Technology	thesis	latex	https://github.com/Saltsmart/DUT-master-thesis	False	6	0
华南理工大学	South China University of Technology	thesis	latex	https://github.com/Droliven/scut-thesis-template	False	6	0
（德国）德根多夫理工学院	Deggendorf Institute of Technology	thesis	latex	https://github.com/playduck/thd-thesis	False	6	0
浙江工商大学	Zhejiang Gongshang University	thesis	latex	https://github.com/zewei-Zhang/zjgsuthesis	False	6	0
西北工业大学	Northwestern Polytechnical University	thesis	latex	https://github.com/jingchangshi/NPU_PhD_Thesis_LaTeXTemplate	False	6	0
北京航空航天大学	Beihang University (Beijing University of Aeronautics and Astronautics, BUAA)	thesis	ms-word	https://github.com/aofenghanyue/PhDThesisWordTemplate	False	6	0
（丹麦）奥胡斯大学	Aarhus University	report	latex	https://github.com/taskbjorn/au-latex	False	6	0
东北大学	Northeastern University	presentation	latex	https://github.com/zhouyanasd/NEU-Beamer-Slide	False	6	0
台湾阳明交通大学	National Yang Ming Chiao Tung University (NYCU)	thesis	ms-word	https://github.com/bananaappletw/nctu-thesis	False	6	0
大连理工大学	Dalian University of Technology	thesis	latex	https://github.com/echoorchid/DLUT_XeLaTeX_Template_for_Master	False	6	0
通用模板	Common Templates	thesis	latex	https://github.com/ccauet/thesis-template	False	6	0
山东大学	Shandong University	thesis	latex	https://github.com/wangkerui/sduthesis	False	6	0
福州大学	Fuzhou University	thesis	latex	https://github.com/FzuerStudio/fzu-thesis-template	False	6	0
（希腊）雅典国家技术大学	National Technical University of Athens (NTUA)	thesis	latex	https://github.com/demanasta/phd-thesis-template	False	5	10
浙江大学	Zhejiang University	thesis	latex	https://github.com/jzhugithub/zju_thesis_latex	False	5	7
（墨西哥）国立自治大学	National Autonomous University of Mexico	thesis	latex	https://github.com/jafPrudente/Tesis	False	5	5
中国人民大学	Renmin University of China	presentation	latex	https://github.com/gux99/RUCStatBeamer	False	5	5
东南大学	Southeast University	thesis	latex	https://github.com/SouthEastUniversityofChina/seuthesis	False	5	5
南京农业大学	Nanjing Agricultural University	thesis	latex	https://github.com/Qsion/NJAU_Thesis	False	5	4
西南民族大学	Southwest University for Nationalities	thesis	latex	https://github.com/changkun/SWUNThesis	False	5	4
吉林大学	Jilin University	thesis	latex	https://github.com/dartall/jluthesis	False	5	4
西安电子科技大学	Xidian University	presentation	latex	https://github.com/StickCui/BeamerForXidian	True	5	4
同济大学	Tongji University	thesis	latex	https://github.com/CharlieZi/TJU-Post-Graduate-Latex-Template	False	5	4
武汉大学	Wuhan University	presentation	latex	https://github.com/fyqqyf/WHU-Beamer-Theme	False	5	3
通用模板	Common Templates	thesis	latex	https://github.com/goorkamateusz/praca-dyplomowa-szablon	False	5	3
中南大学	Central South University	presentation	latex	https://github.com/Hsinyuann/CSUBeamer	False	5	3
（以色列）特拉维夫大学	Tel Aviv University	thesis	lyx	https://github.com/alexlib/tau_thesis_lyx_template	False	5	3
（美国）亚利桑那大学	University of Arizona	report	latex	https://github.com/dafnidrake/UA_Dissertation_Template	False	5	3
澳门大学	University of Macau (UM)	thesis	latex	https://github.com/williamwuzeyi/UM-FST-MSc-Thesis-LaTeX-TMPL	False	5	3
南开大学	Nankai University	presentation	latex	https://github.com/latexstudio/Beamer-Style-of-NKU	False	5	3
（瑞典）斯德哥尔摩大学	Stockholm University (SU)	thesis	latex	https://github.com/samuel-bohman/su-phd-thesis-template	False	5	3
（马来西亚）玛拉理工大学	MARA Technological University	thesis	latex	https://github.com/rizauddin/uitmthesis	False	5	2
（法国）巴黎第八大学「万塞讷-圣但尼大学」	Paris 8 University Vincennes-Saint-Denis	thesis	latex	https://github.com/yzrobot/LIASD_LaTeX_Thesis_Template	False	5	2
（澳大利亚）詹姆斯·库克大学	James Cook University	thesis	lyx	https://github.com/davidjb/JCU-Thesis-LyX-Layout	False	5	2
浙江农林大学	Zhejiang A&F University	presentation	latex	https://github.com/Stolorzs/ZafuTemplatePublic	False	5	1
浙江理工大学	Zhejiang Sci-Tech University	thesis	latex	https://github.com/Casta-mere/LaTeX-GraduationTemplate	False	5	1
（挪威）奥斯陆大学	University of Oslo	thesis	latex	https://github.com/uio-latex/phduio-monograph	False	5	1
中山大学	Sun Yat-sen University	thesis	latex	https://github.com/Lovely-XPP/SYSU-thesis	False	5	1
苏州大学	Soochow University	presentation	latex	https://github.com/ymliucs/SUDA-Beamer-Theme	False	5	1
山东大学	Shandong University	thesis	latex	https://github.com/luxun59/latex_Template	False	5	1
重庆交通大学	Chongqing Jiaotong University	thesis	latex	https://github.com/cyanray/ThesisCQJTU	False	5	1
成都理工大学	Chengdu University of Technology	thesis	latex	https://github.com/cs-whh/CDUT_thesis	False	5	1
浙江理工大学	Zhejiang Sci-Tech University	presentation	latex	https://github.com/spartajet/zstu-beamer	False	5	1
东北师范大学	Northeast Normal University	thesis	latex	https://github.com/BENZJ/NNU_Latex_temple	False	5	1
（美国）科罗拉多矿业学院	Colorado School of Mines	thesis	latex	https://github.com/miligithub/MinesThesisTemplate	False	5	1
上海科技大学	ShanghaiTech University	thesis	latex	https://github.com/sslchi/SISTThesis	False	5	1
台湾阳明交通大学	National Yang Ming Chiao Tung University (NYCU)	thesis	latex	https://github.com/alex81527/latex-nctu-thesis	False	5	1
武汉大学	Wuhan University	presentation	latex	https://github.com/FlorianTseng/WHU-Beamer	False	5	0
（波兰）格但斯克理工大学	Gdańsk University of Technology	thesis	latex	https://github.com/ack2406/pg-thesis-template	False	5	0
武汉科技大学	Wuhan University of Science and Technology	presentation	latex	https://github.com/Bowen1911/wust_beamer	False	5	0
（意大利）罗马大学	Sapienza University of Rome	thesis	latex	https://github.com/edoardottt/sapienza-latex-thesis	False	5	0
通用模板	Common Templates	paper	latex	https://github.com/CRAG666/tectonic-latex-template	False	5	0
广东工业大学	Guangdong University of Technology	presentation	latex	https://github.com/MaxW322/GDUT-Beamer-Template	False	5	0
广东工业大学	Guangdong University of Technology	presentation	latex	https://github.com/jiahaoli57/GDUT-Beamer-Template	False	5	0
浙江工商大学	Zhejiang Gongshang University	thesis	typst	https://github.com/jujimeizuo/ZJSU-typst-template	False	5	0
华中农业大学	Huazhong Agricultural University	presentation	latex	https://github.com/wuenzhe/HZAUBeamer	False	5	0
深圳大学	Shenzhen University	thesis	latex	https://github.com/bearcatat/SZUThesis	False	5	0
（德国）慕尼黑工业大学	Technical University of Munich	thesis	latex	https://github.com/labenbmic1/git-BachelorThesis	False	5	0
中南财经政法大学	Zhongnan University of Economics and Law	thesis	latex	https://github.com/YihanCao123/zuel_thesis	False	5	0
通用模板	Common Templates	paper	latex	https://github.com/parnec/Paper-Template	False	5	0
（英国）牛津大学	University of Oxford	thesis	markdown	https://github.com/aesadde/ox-thesis	False	5	0
（美国）宾夕法尼亚大学	University of Pennsylvania (UPenn)	thesis	latex	https://github.com/shyamupa/upenn-cis-thesis-template	False	4	7
（沙特阿拉伯）卡西姆大学	Qassim University	thesis	latex	https://github.com/coc-it/qu-thesis-template	False	4	6
台湾南台科技大学	Southern Taiwan University of Science and Technology (STUST)	thesis	latex	https://github.com/yingchaotw/STUST-thesis-template	False	4	4
南京大学	Nanjing University	presentation	latex	https://github.com/EagleBear2002/NJUSE-Beamer-Template	False	4	4
（美国）田纳西大学诺克斯维尔分校	University of Tennessee, Knoxville (UTK)	thesis	latex	https://github.com/edponce/thesis_template	False	4	3
首都师范大学	Capital Normal University	thesis	latex	https://github.com/huwan/cnuthesis	False	4	3
南开大学	Nankai University	thesis	latex	https://github.com/bianbian1234/NKU_latex_template	False	4	2
湖南师范大学	Hunan Normal University	thesis	latex	https://github.com/ljmdzyx1985/HUNNU_Thesis	False	4	2
中国传媒大学	Communication University of China	presentation	latex	https://github.com/TheoCUC/Beamer_CUC	False	4	2
（挪威）挪威科技大学	Norwegian University of Science and Technology	thesis	latex	https://github.com/frodal/PhD-thesis-Latex-template	False	4	2
通用模板	Common Templates	report	latex	https://github.com/bernardparent/TEXCLASS	False	4	2
台湾中山大学	National Sun Yat-sen University (NSYSU)	thesis	latex	https://github.com/hasanabs/nsysu-thesis-latex-template	False	4	2
南开大学	Nankai University	thesis	latex	https://github.com/vicky66/nkuthesis-master-mac	False	4	2
西南交通大学	Southwest Jiaotong University	presentation	latex	https://github.com/swjtutug/swjtubeamer	False	4	2
（英国）伦敦大学学院	University College London (UCL)	thesis	lyx	https://github.com/wittawatj/ucl-lyx-thesis	False	4	2
（印度尼西亚）印度尼西亚大学	University of Indonesia	thesis	latex	https://github.com/yohanesgultom/ui_style	False	4	2
（荷兰）马斯特里赫特大学	Maastricht University	thesis	latex	https://github.com/JoeriHermans/maastricht-university-thesis-template	False	4	2
厦门大学	Xiamen University	thesis	latex	https://github.com/wwwxmu/-Latex-	False	4	2
大连理工大学	Dalian University of Technology	thesis	lyx	https://github.com/dutLQG/DUT-LyX	False	4	1
山东财经大学	Shandong University of Finance and Economics	thesis	latex	https://github.com/mslxl/sdufe-thesis	False	4	1
武汉大学	Wuhan University	presentation	latex	https://github.com/xkwxdyy/whu-beamer	False	4	1
华中科技大学	Huazhong University of Science	presentation	latex	https://github.com/latexstudio/HUST-Beamer-Theme	False	4	1
（美国）爱荷华大学	University of Iowa	thesis	latex	https://github.com/zhiyzuo/uiowa-thesis-dissertation	False	4	1
中南财经政法大学	Zhongnan University of Economics and Law	thesis	latex	https://github.com/donk3yzz/zuel_zh	False	4	1
东北大学	Northeastern University	thesis	latex	https://github.com/yeqibin/neuthesis	False	4	1
中国科学技术大学	University of Science and Technology of China	thesis	latex	https://github.com/GaZ3ll3/ustcthesis	False	4	1
北京航空航天大学	Beihang University (Beijing University of Aeronautics and Astronautics, BUAA)	thesis	latex	https://github.com/Lord-Turmoil/BUAA-Thesis-Template	False	4	0
上海师范大学	Shanghai Normal University	thesis	latex	https://github.com/andy123t/shnubachelor	False	4	0
北京工业大学	Beijing University of Technology	presentation	latex	https://github.com/bycore/bjut-beamer	False	4	0
南开大学	Nankai University	thesis	latex	https://github.com/hhhhhscott/NKU_Bachelor_Thesis_EO_College_LaTeX_Template	False	4	0
北京电影学院	Beijing Film Academy	thesis	latex	https://github.com/juneleung/BFA_Undergraduate_Thesis_Template	False	4	0
北京电影学院	Beijing Film Academy	report	latex	https://github.com/juneleung/BFA_MasterCourse_Paper_Template	False	4	0
河海大学	Hohai University	thesis	latex	https://github.com/schochastics/hhu_thesis	False	4	0
石河子大学	Shihezi University	presentation	latex	https://github.com/xunyoyo/SHZU-Beamer-Theme	False	4	0
山东大学	Shandong University	thesis	latex	https://github.com/sailist/Refined-Version-of-SDU-Thesis-Template	False	4	0
（意大利）博洛尼亚大学	University of Bologna	thesis	latex	https://github.com/TemplatesHub/unibo-thesis-template-english	False	4	0
（马来西亚）马来西亚工艺大学	University of Technology Malaysia (UTM)	thesis	latex	https://github.com/kianmeng/utmthesis-context	False	4	0
东北师范大学	Northeast Normal University	thesis	latex	https://github.com/wuyanglee/LaTeX_template_for_Thesis_NENU	False	4	0
江苏大学	Jiangsu University	presentation	latex	https://github.com/skygazer42/beamer-	False	4	0
天津大学	Tianjin University	thesis	latex	https://github.com/oak619/TJUthesis_xelatex-phd-2020	False	4	0
北京航空航天大学	Beihang University (Beijing University of Aeronautics and Astronautics, BUAA)	thesis	latex	https://github.com/JunyiHua/latex-mould-for-BUAA-bachelor-thesis-2021	False	4	0
北京师范大学	Beijing Normal University	thesis	latex	https://github.com/Hggg/BNU-Bachelor-Template	False	4	0
（瑞士）瑞士西北应用科学与艺术大学	University of Applied Sciences and Arts Northwestern Switzerland	thesis	latex	https://github.com/maechler/latex-thesis-template	False	4	0
（美国）佛罗里达州立大学	Florida State University (FSU)	presentation	latex	https://github.com/royaleconqueso/fsu-beamer-theme	False	4	0
电子科技大学	University of Electronic Science and Technology of China	thesis	latex	https://github.com/raja21068/UESTC-THESIS	False	4	0
通用模板	Common Templates	paper	latex	https://github.com/yishilin14/paper-template	False	4	0
北京邮电大学	Beijing University of Posts and Telecommunications	thesis	latex	https://github.com/latexstudio/PhD-Thesis--LaTeX-Template-for-BUPT	False	3	10
（美国）南佛罗里达大学	University of South Florida	presentation	latex	https://github.com/STOM-Group/USF-Beamer-Template	False	3	8
（美国）内布拉斯加大学林肯分校	University of Nebraska–Lincoln (UNL)	presentation	latex	https://github.com/cbourke/beamer-unl	False	3	3
湖南师范大学	Hunan Normal University	presentation	latex	https://github.com/ljmdzyx1985/HUNNU_Beamer	False	3	3
北京语言大学	Beijing Language and Culture University	thesis	latex	https://github.com/cunliangkong/BLCU-Thesis	True	3	2
北京林业大学	Beijing Forestry University	thesis	latex	https://github.com/bjfu-projects/bjfuthesis	False	3	2
（芬兰）拉彭兰塔-拉赫蒂工业大学	Lappeenranta University of Technology (LUT)	thesis	markdown	https://github.com/paulihuhtiniemi/lut-thesis-markdown	False	3	2
（英国）兰卡斯特大学	Lancaster University	thesis	latex	https://github.com/ErickChacon/lancs-thesis	False	3	2
（西班牙）马德里理工大学	Technical University of Madrid	thesis	latex	https://github.com/ricardolopezgr/TFG-TFM-template	False	3	2
（德国）帕德博恩大学	Paderborn University	thesis	latex	https://github.com/patrickrobrecht/latex-templates-upb	True	3	2
（伊朗）哈杰·纳西尔丁·图西理工大学	Khajeh Nasir Toosi University of Technology	thesis	latex	https://github.com/MJAHMADEE/KNTUThesis	False	3	1
通用模板	Common Templates	paper	latex	https://github.com/latextemplates/acm-enhanced	False	3	1
（意大利）帕多瓦大学	University of Padua	thesis	latex	https://github.com/shbnmzr/thesis-template-dei-unipd	False	3	1
湖南大学	Hunan University	thesis	latex	https://github.com/gannerfreer/Hnu_master_thesis	False	3	1
（新加坡）南洋理工大学	Nanyang Technological University (NTU)	thesis	latex	https://github.com/alxiong/ntu-thesis-latex	False	3	1
深圳大学	Shenzhen University	report	latex	https://github.com/jinqKing/SZU-Physics-Experiment-Report-LaTeX-Module	False	3	1
山东大学	Shandong University	report	latex	https://github.com/Smera1d0/SDU-LaTeX-Template	False	3	1
对外经济贸易大学	University of International Business and Economics	thesis	latex	https://github.com/ye-sun-econ/uibethesis	False	3	1
同济大学	Tongji University	thesis	latex	https://github.com/Hl-W/TongjiThesis_modified	False	3	1
上海工程技术大学	Shanghai University of Engineering and Technology	thesis	latex	https://github.com/MobtgZhang/sues-thesis-bachelor	False	3	1
通用模板	Common Templates	presentation	latex	https://github.com/vachan-potluri/beamer_themes	False	3	1
成都理工大学	Chengdu University of Technology	thesis	latex	https://github.com/fumeng6/CDUT-Undergraduate-Thesis-Template	False	3	1
杭州电子科技大学	Hangzhou University of Electronic Science and Technology	thesis	latex	https://github.com/ydar95/HDU-Master-Thesis-Latex	False	3	1
四川大学	Sichuan University	thesis	latex	https://github.com/QWQ-intro/SCU-Thesis-latex	False	3	1
南京理工大学	Nanjing University of Science and Technology	thesis	latex	https://github.com/StillKeepTry/NJUST-PHD-Thesis	False	3	1
华南理工大学	South China University of Technology	thesis	latex	https://github.com/KaitlynZeng/SCUT-THESIS	False	3	1
东北大学	Northeastern University	thesis	latex	https://github.com/w-mj/neu_cse_bachelor_thesis	False	3	1
四川大学	Sichuan University	thesis	latex	https://github.com/myfox1997/SCU_Thesis	False	3	1
（葡萄牙） 里斯本高等理工学院	Instituto Superior Técnico	thesis	latex	https://github.com/FilipeMar/Phd-Thesis-Tecnico	False	3	1
（葡萄牙） 里斯本高等理工学院	Instituto Superior Técnico	thesis	latex	https://github.com/FilipeMar/DoctoralThesisIST	False	3	1
浙江大学	Zhejiang University	thesis	latex	https://github.com/junpeiz/ZJU-CS-Undergrad-Thesis-Latex-Template	False	3	1
大连理工大学	Dalian University of Technology	thesis	latex	https://github.com/GoBigorGoHome/dutthesis	False	3	1
通用模板	Common Templates	presentation	latex	https://github.com/raden/beamer-ampang	False	3	1
广东第二师范学院	Guangdong University of Education	presentation	latex	https://github.com/KevinGuo1007/GDUE-Beamer-Slides-Theme	False	3	0
（荷兰）阿姆斯特丹大学	University of Amsterdam	thesis	latex	https://github.com/m4lvin/illc-phd-thesis-template	False	3	0
山东大学	Shandong University	thesis	latex	https://github.com/Jemtaly/SDU-Undergraduate-Thesis-Template	False	3	0
北京电影学院	Beijing Film Academy	thesis	latex	https://github.com/juneleung/BFA_Master_Thesis_Template	False	3	0
上海海事大学	Shanghai Maritime University	presentation	latex	https://github.com/a645162/SHMTU-Beamer-Theme	False	3	0
（美国）亚利桑那州立大学	Arizona State University	thesis	latex	https://github.com/nicole-brewer/asu-thesis	False	3	0
天津大学	Tianjin University	presentation	latex	https://github.com/jinfanchris/TJU-Beamer-Template	False	3	0
中国海洋大学	Ocean University of China	thesis	latex	https://github.com/Duola-li/OUC-Latex-Thesis-master	False	3	0
重庆邮电大学	Chongqing University of Posts and Telecommunications	thesis	latex	https://github.com/ElegantLee/CQUPT-Thesis-LaTex-Template	False	3	0
同济大学	Tongji University	presentation	latex	https://github.com/BNSWT/TongjiEasyBeamer	False	3	0
上海科技大学	ShanghaiTech University	presentation	latex	https://github.com/hist2/slide_template	False	3	0
复旦大学	Fudan University	thesis	latex	https://github.com/ShupeiLi/fudan-thesis-template	False	3	0
湖南工商大学	Hunan Industrial and Commercial University	thesis	latex	https://github.com/ethan-phu/hutb_master_thesis_latex	False	3	0
中国海洋大学	Ocean University of China	thesis	latex	https://github.com/SunYufei/oucthesis	True	3	0
（美国）西密歇根大学	Western Michigan University	thesis	latex	https://github.com/jonlighthall/wmu	False	3	0
江苏大学	Jiangsu University	thesis	latex	https://github.com/NTrabbit5/UJS-thesis	False	3	0
厦门大学	Xiamen University	thesis	latex	https://github.com/CamuseCao/XMU-Thesis-Overleaf	True	3	0
兰州大学	Lanzhou University	thesis	latex	https://github.com/zmx0142857/lzuthesis	False	3	0
厦门大学	Xiamen University	thesis	ms-word	https://github.com/CoolTowel/XMU_ThesisTemplate	False	3	0
（法国）布列塔尼-卢瓦尔大学	Brittany and Loire University	thesis	latex	https://github.com/Callidon/template-thesis-ubl-mathstic	False	3	0
中国人民大学	Renmin University of China	thesis	latex	https://github.com/tnoa77/RUC_Thesis_2019	False	3	0
清华大学	Tsinghua University	thesis	latex	https://github.com/xavieryao/thu-ell-bachelor-thesis	False	3	0
（俄罗斯）南方联邦大学	Southern Federal University (SFedU)	thesis	latex	https://github.com/sanyarnd/sfedu-mmcs-latex-thesis-template	False	3	0
上海第二工业大学	Shanghai Second University of Technology	thesis	latex	https://github.com/chuxubank/ssputhesis	False	3	0
西北师范大学	Northwest Normal University	thesis	latex	https://github.com/yxli8023/Graduate-Thesis-Module	False	3	0
台湾清华大学	National Tsing Hua University (NTHU)	thesis	latex	https://github.com/yszheda/nthu-master-thesis	False	3	0
厦门大学	Xiamen University	thesis	latex	https://github.com/liulizhi1996/XMU-Bachelor-Thesis-Templete	False	2	3
华东理工大学	East China University of Science and Technology	thesis	latex	https://github.com/scottoasis/ecustthesis	False	2	3
（美国）马凯特大学	Marquette University	thesis	latex	https://github.com/pdgessler/mugsthesis	True	2	2
西安电子科技大学	Xidian University	thesis	latex	https://github.com/ztcxdu/xdu_MS_thesis_template	False	2	2
香港城市大学	City University of Hong Kong (CityU)	thesis	latex	https://github.com/huwan/cleanthesis-cityu	False	2	2
华中科技大学	Huazhong University of Science	presentation	latex	https://github.com/PercyLau/METROPOLIS_for_HUST	False	2	2
哈尔滨医科大学	Harbin Medical University	thesis	latex	https://github.com/a67878813/HMUThesis-master	False	2	2
复旦大学	Fudan University	thesis	latex	https://github.com/yhyi15/FDU_PhD_Thesis_Template	False	2	2
（美国）西肯塔基大学	Western Kentucky University	thesis	latex	https://github.com/TrevorDBrown/MastersThesis-Template	False	2	1
宁夏大学	Ningxia University	thesis	latex	https://github.com/baoxianyuan/NXUThesis	False	2	1
（立陶宛）维尔纽斯大学	Vilnius University	thesis	typst	https://github.com/ramojus/typst-template-VU-thesis	False	2	1
大连交通大学	Dalian Jiaotong University	thesis	latex	https://github.com/MrLQQ/DJTU-latex-thesis	False	2	1
北京林业大学	Beijing Forestry University	report	latex	https://github.com/Bloomberg2000/BJFUThesis-outstanding	False	2	1
天津大学	Tianjin University	thesis	latex	https://github.com/jinyu121/tju-thesis-simple	False	2	1
哈尔滨工业大学	Harbin Institute of Technology	presentation	latex	https://github.com/Sakuranetin/LaTeX-Beamer	False	2	1
（以色列）特拉维夫大学	Tel Aviv University	presentation	latex	https://github.com/alexlib/beamer_template_tau	False	2	1
电子科技大学	University of Electronic Science and Technology of China	thesis	latex	https://github.com/Alan5279/UESTC_Doc_Thesis	False	2	1
东南大学	Southeast University	presentation	latex	https://github.com/njustwh2014/SEUBeamerTemplate	False	2	1
（土耳其）伊斯坦布尔科技大学	Istanbul Technical University	thesis	lyx	https://github.com/ituast/itutezLyX	False	2	1
台湾大学	National Taiwan University (NTU)	thesis	latex	https://github.com/chujay/NTU_latex	False	2	1
（澳大利亚）新南威尔士大学	University of New South Wales	thesis	latex	https://github.com/andrewletten/LettenPhDThesis2015	False	2	1
三峡大学	China Three Gorges University	thesis	latex	https://github.com/sxdxyxy/smartmedical	False	2	1
山西农业大学	Shanxi Agricultural University	thesis	latex	https://github.com/dubuqingfeng/sxau-document	True	2	1
厦门大学	Xiamen University	thesis	latex	https://github.com/faying/XMU-LaTeX-Template	False	2	1
通用模板	Common Templates	paper	latex	https://github.com/klb2/ieee-paper-template	False	2	0
通用模板	Common Templates	paper	latex	https://github.com/lartpang/ModernAcademic-LaTeX	False	2	0
通用模板	Common Templates	paper	latex	https://github.com/DanySK/Template-LaTeX-IEEE-Conference-Proceedings	False	2	0
（罗马尼亚）雅西“亚历山德鲁·杨·库扎”大学	Alexandru Ioan Cuza University of Iasi	thesis	latex	https://github.com/blankdots/LatexThesisTemplate	False	2	0
同济大学	Tongji University	presentation	latex	https://github.com/Andeviking/PPT_Template	False	2	0
（孟加拉国）库尔纳工程技术大学	Khulna University of Engineering and Technology	thesis	ms-word	https://github.com/Riaz-404/KUET-Thesis-Format_MS-Word	False	2	0
南京林业大学	Nanjing Forestry University	presentation	latex	https://github.com/jiangtengkexin/NJFU-Beamer-Theme	False	2	0
浙大宁波理工学院	NingboTech University	presentation	latex	https://github.com/Republic1024/NTUBeamer	False	2	0
北京外国语大学	Beijing Foreign Studies University	thesis	latex	https://github.com/Ryan-the-hito/BFSU-paper	False	2	0
武汉大学	Wuhan University	thesis	latex	https://github.com/HarborYuan/whucs-thesis	False	2	0
华南理工大学	South China University of Technology	thesis	latex	https://github.com/VicoZhang/SCUT_Latex_template	False	2	0
（智利）塔尔卡大学	University of Talca	thesis	markdown	https://github.com/jose-villar/thesis-template-utal	False	2	0
