学校（机构）	学校（机构）英文	分类	语言	GitHub仓库	已归档	Star数	Fork数
天津大学	Tianjin University	thesis	latex	https://github.com/HeliosZhao/TJU-Thesis-2020	False	28	9
浙江大学	Zhejiang University	thesis	latex	https://github.com/eclipselu/zjuthesis-mphil	False	28	9
（葡萄牙） 里斯本高等理工学院	Instituto Superior Técnico	thesis	latex	https://github.com/themiguelamador/ThesisIST	False	28	8
杭州电子科技大学	Hangzhou University of Electronic Science and Technology	thesis	latex	https://github.com/m13253/LaTeX-HDU-Bachelor-Thesis	False	28	7
香港中文大学	Chinese University of Hong Kong (CUHK)	thesis	latex	https://github.com/Cysu/phd-thesis	False	28	6
台湾大学	National Taiwan University (NTU)	thesis	latex	https://github.com/NTU-NCS-lab/NTU-Thesis-Writing-Template	False	28	5
重庆大学	Chongqing University	thesis	latex	https://github.com/yinguoweiOvO/CQU_Thesis2024	False	28	4
西北大学	Northwestern University	thesis	latex	https://github.com/Nat-Sci/NWU-dissertation-template	False	28	3
华南理工大学	South China University of Technology	thesis	latex	https://github.com/yecfly/scut-thesis	False	28	3
南京理工大学	Nanjing University of Science and Technology	thesis	latex	https://github.com/packyan/NJUST_Master_Thesis_Latex_Template	False	28	3
（美国）康涅狄格大学	University of Connecticut	presentation	latex	https://github.com/corybrunson/beamerthemeuconn	False	27	13
（德国）慕尼黑工业大学	Technical University of Munich	thesis	latex	https://github.com/MichaelGrupp/TTT	False	27	7
通用模板	Common Templates	presentation	latex	https://github.com/aecio/beamer-theme	False	27	7
吉林大学	Jilin University	thesis	latex	https://github.com/geekifan/jluthesis	False	27	6
（德国）慕尼黑工业大学	Technical University of Munich	thesis	latex	https://github.com/garrettj403/ThesisPlots	False	27	5
湖南大学	Hunan University	thesis	latex	https://github.com/Jeffrey28/HNU_DoctoralThesis_Latex	False	27	4
北京大学	Peking University	thesis	latex	https://github.com/wongsingfo/pku-grad-thesis	False	27	4
武汉大学	Wuhan University	thesis	ms-word	https://github.com/Yimsun97/thesisTemplate	False	27	4
哈尔滨工业大学	Harbin Institute of Technology	report	latex	https://github.com/ziqin/LaTeX-SUSTechHomework	False	27	4
浙江大学	Zhejiang University	thesis	latex	https://github.com/Wangqsooooo/Latex_template	False	27	4
武汉大学	Wuhan University	thesis	latex	https://github.com/iamywang/whu-thesis-latex-template	False	27	3
河海大学	Hohai University	thesis	latex	https://github.com/Vitzron/HHU-thesis	False	27	3
杭州电子科技大学	Hangzhou University of Electronic Science and Technology	thesis	latex	https://github.com/dcpnonstop/HDUthesis	False	27	3
华东师范大学	East China Normal University	thesis	latex	https://github.com/ddusen/ecnu-master-thesis-template	False	27	2
南京林业大学	Nanjing Forestry University	thesis	latex	https://github.com/iamty/thesis-NJFU	False	27	1
浙江大学	Zhejiang University	presentation	latex	https://github.com/Jone-Wong/ZJU_Beamer	False	27	0
（智利）费德里科圣玛利亚理工大学	Federico Santa María Technical University	thesis	latex	https://github.com/autopawn/tex-thesis-template	False	26	25
（德国）波鸿鲁尔大学	Ruhr-University Bochum	presentation	latex	https://github.com/sjewo/rub-beamer	False	26	13
通用模板	Common Templates	thesis	latex	https://github.com/davidptclark/phd-thesis-template	False	26	12
华东师范大学	East China Normal University	thesis	latex	https://github.com/Baileyswu/ECNU-thesis-template	False	26	10
华东师范大学	East China Normal University	thesis	latex	https://github.com/QiushiSun/ECNU-Undergraduate-Thesis-Template-2022	False	26	8
（巴西）巴拉那联邦理工大学	Federal University of Technology – Paraná	thesis	latex	https://github.com/wmeira/utfprct-tex	False	26	8
（荷兰）马斯特里赫特大学	Maastricht University	thesis	latex	https://github.com/JoeriHermans/master-thesis	False	26	7
合肥工业大学	HeFei University of Technology	report	latex	https://github.com/HFUTTUG/HFUT_Course_Report	False	26	4
香港大学	University of Hong Kong (UHK)	thesis	latex	https://github.com/guanyingc/HKU-PhD-Thesis-LaTex	False	26	4
通用模板	Common Templates	paper	latex	https://github.com/Htallone/AAAS	False	26	4
浙江大学	Zhejiang University	thesis	latex	https://github.com/denil1111/ZJU-Thesis-Template-for-Mac	False	26	4
西北工业大学	Northwestern Polytechnical University	thesis	latex	https://github.com/jialinlvcn/LaTeX-NewTemplate-For-NPU-undergraduate-Thesis	False	26	2
中国地质大学（武汉）	China University of Geosciences	thesis	latex	https://github.com/zguoch/cugthesis	False	26	2
香港理工大学	Hong Kong Polytechnic University (PolyU)	presentation	latex	https://github.com/fletcherjiang/Polyulatex	False	25	109
（英国）牛津大学	University of Oxford	thesis	latex	https://github.com/maurovm/thesis_template	False	25	40
中山大学	Sun Yat-sen University	thesis	latex	https://github.com/zhibo/sysuthesis	False	25	19
（英国）布里斯托大学	University of Bristol	presentation	latex	https://github.com/dawbarton/UoB-beamer-theme	False	25	17
复旦大学	Fudan University	presentation	latex	https://github.com/zlliang/beamer-fudan	True	25	14
（德国）斯图加特大学	University of Stuttgart	presentation	latex	https://github.com/valentjn/uni-stuttgart-beamer-template	False	25	12
南京大学	Nanjing University	thesis	latex	https://github.com/GFrankenstein/NJU-Thesis-LaTeX-Template	False	25	9
中国石油大学（华东）	China University of Petroleum (East China)	thesis	latex	https://github.com/walkman-z/upc-thesis-2020	False	25	6
通用模板	Common Templates	report	latex	https://github.com/ddddavid-he/LaTeXTemplate_ActaPhysicaSinica	False	25	4
（葡萄牙）科英布拉大学	University of Coimbra	thesis	latex	https://github.com/mjpc13/latex-dissertation-template	False	25	3
武汉大学	Wuhan University	report	latex	https://github.com/whutug/whu-proposal	False	25	2
上海科技大学	ShanghaiTech University	thesis	latex	https://github.com/Kexin-Zhang-UCAS/ShanghaiTechThesis	False	25	2
通用模板	Common Templates	paper	latex	https://github.com/Passer-montanus/AAS_Template_LaTeX	False	24	51
大连理工大学	Dalian University of Technology	thesis	latex	https://github.com/whufanwei/DLUT_XeLaTeX_Template_for_Maste	False	24	10
（孟加拉国）布拉克大学	BRAC University (BracU)	thesis	latex	https://github.com/kastnerp/ElegantThesisLaTeX	False	24	9
（巴西）戈亚斯州邦大学	Federal University of Goiás	presentation	latex	https://github.com/altinodantas/ufgtexposter	False	24	6
电子科技大学	University of Electronic Science and Technology of China	thesis	latex	https://github.com/JosephChenHub/UESTC_thesis_XeLaTeX	False	24	6
台湾大学	National Taiwan University (NTU)	thesis	latex	https://github.com/shaform/ntu-thesis	False	24	6
（挪威）奥斯陆大学	University of Oslo	report	latex	https://github.com/uio-latex/mnfrontpage	False	24	4
中山大学	Sun Yat-sen University	report	latex	https://github.com/huanyushi/SYSU-SPA-Labreport-Template	False	24	3
西北工业大学	Northwestern Polytechnical University	resume	latex	https://github.com/CSW33/NPU-CV	False	24	3
清华大学	Tsinghua University	thesis	latex	https://github.com/LUKE-ZZ/thuthesis-biomedical	False	24	3
北京航空航天大学	Beihang University (Beijing University of Aeronautics and Astronautics, BUAA)	presentation	typst	https://github.com/Coekjan/touying-buaa	False	24	2
西安电子科技大学	Xidian University	report	typst	https://github.com/BenderBlog/xdu-journal-alike-typst	False	24	2
北京交通大学	Beijing Jiaotong University	presentation	latex	https://github.com/Allenpandas/BJTU-Beamer-Theme	False	24	2
（美国）罗格斯大学	Rutgers University	thesis	latex	https://github.com/rucsgss/thesis	False	23	16
深圳大学	Shenzhen University	thesis	latex	https://github.com/clinyong/latex-szu	False	23	14
中国科学院大学	University of Chinese Academy of Sciences	thesis	latex	https://github.com/UCASthesis/The-LaTeX-thesis-template-of-UCAS	False	23	14
通用模板	Common Templates	presentation	latex	https://github.com/cedricmauclair/beamer-themes	False	23	14
湘潭大学	Xiangtan University	thesis	latex	https://github.com/MrDongdongLin/xtuthesis	False	23	10
南京大学	Nanjing University	thesis	latex	https://github.com/solrex/njuthesis	False	23	10
西安电子科技大学	Xidian University	presentation	latex	https://github.com/103yiran/XDUtheme	False	23	9
中山大学	Sun Yat-sen University	thesis	latex	https://github.com/chungkwong/sysu_thesis	False	23	7
通用模板	Common Templates	paper	latex	https://github.com/petersheridandodds/universal-paper-template	False	23	6
（埃及）艾因夏姆斯大学	Ain Shams University	thesis	latex	https://github.com/MohamedAliRashad/Graduation-Project-Book-Template	False	23	5
天津大学	Tianjin University	thesis	latex	https://github.com/songxiaolin2009/tjuthesis_xelatex_template	False	23	4
长沙理工大学	Changsha University of Technology	thesis	latex	https://github.com/csust-latex-sig/CSUSTBachelorThesis	False	23	3
广东工业大学	Guangdong University of Technology	thesis	latex	https://github.com/Gnomeek/GDUT-UndergraduateThesis	False	23	1
电子科技大学	University of Electronic Science and Technology of China	report	latex	https://github.com/404-NOTFOUND-Coder/UESTC--report--template	False	23	0
东南大学	Southeast University	thesis	latex	https://github.com/Dcwjh/SEUThesis-Latex	False	23	0
（意大利）帕多瓦大学	University of Padua	thesis	latex	https://github.com/FIUP/Thesis-template	False	22	56
（荷兰）拉德堡德大学	Radboud University (RU)	presentation	latex	https://github.com/naiaden/presentations	False	22	14
（美国）芝加哥大学	University of Chicago	thesis	latex	https://github.com/uchicago-library/uchicago-dissertation	False	22	10
通用模板	Common Templates	paper	latex	https://github.com/andrewmarx/paper-template	False	22	10
（英国）伦敦国王学院	King's College London	thesis	markdown	https://github.com/danilofreire/kcl-thesis-template-markdown	False	22	10
（美国）俄亥俄州立大学	The Ohio State University	thesis	latex	https://github.com/swarnendubiswas/ohio-state-coe-dissertation-template	False	22	9
南京大学	Nanjing University	report	latex	https://github.com/nju-lug/NJURepo	False	22	7
（瑞士）苏黎世大学	University of Zurich	presentation	latex	https://github.com/gc3-uzh-ch/beamer-theme-gc3	False	22	7
（德国）慕尼黑应用科技大学	Munich University of Applied Sciences	thesis	latex	https://github.com/Simon-Hi5/Hochschule-Muenchen-LaTeX-Template	False	22	6
西安交通大学	Xi'an Jiaotong University	thesis	latex	https://github.com/leekunhwee/XJTU_Thesis_LaTeX_2021	False	22	6
（俄罗斯）莫斯科罗蒙诺索夫国立大学	Lomonosov Moscow State University (MSU)	thesis	latex	https://github.com/SweetVishnya/msu-thesis	False	22	6
（荷兰）乌得勒支大学	Utrecht University	thesis	latex	https://github.com/UtrechtUniversity/UU-dissertation-template	False	22	5
北京大学	Peking University	thesis	ms-word	https://github.com/PKUFlyingPig/Thesis-Template	False	22	5
华东师范大学	East China Normal University	thesis	latex	https://github.com/jtchen2k/modern-ecnu-thesis	False	22	4
（波兰）什切青西波美拉尼亚理工大学	Zachodniopomorski Uniwersytet Technologiczny w Szczecinie (ZUT)	presentation	latex	https://github.com/karlosos/zut-fibeamer	False	22	4
江苏大学	Jiangsu University	thesis	latex	https://github.com/xtc-chen/UJS_Masterthesis	False	22	3
（希腊）帕特雷大学	University of Patras	thesis	latex	https://github.com/tsikup/ece-upatras-thesis-template	False	22	3
山东大学	Shandong University	thesis	latex	https://github.com/Sing-How/sduthesis	False	22	2
（德国）柏林洪堡大学	Humboldt University of Berlin	thesis	lyx	https://github.com/melmzv/huwiwiQuartoThesis	False	22	1
东南大学	Southeast University	presentation	typst	https://github.com/QuadnucYard/touying-theme-seu	True	22	1
（英国）格拉斯哥大学	University of Glasgow	thesis	latex	https://github.com/sdstrowes/Glasgow-Thesis-Template	False	21	15
浙江工业大学	Zhejiang University of Technology	thesis	latex	https://github.com/yyz98799/zjutthesis	True	21	13
（澳大利亚）昆士兰科技大学	Queensland University of Technology	thesis	latex	https://github.com/hbristow/quthesis	False	21	11
（英国）曼彻斯特大学	University of Manchester	presentation	latex	https://github.com/mundya/unofficial-university-of-manchester-beamer	False	21	10
北京工业大学	Beijing University of Technology	thesis	latex	https://github.com/fisherxt/bjutthesis	False	21	8
通用模板	Common Templates	presentation	latex	https://github.com/doitian/intridea-beamer-theme	True	21	8
中南大学	Central South University	thesis	latex	https://github.com/heyzbw/CSU_Thesis_Template	False	21	6
武汉大学	Wuhan University	thesis	latex	https://github.com/csarron/bsThesisWHU	False	21	6
兰州大学	Lanzhou University	presentation	latex	https://github.com/yuhldr/LZUBeamer	False	21	5
山东大学	Shandong University	thesis	latex	https://github.com/arisukawa/SDU-Latex-Template-for-dissertations	False	21	5
西安交通大学	Xi'an Jiaotong University	thesis	latex	https://github.com/DylanXie123/Thesis-Template-for-XJTU	True	21	5
福州大学	Fuzhou University	thesis	latex	https://github.com/HuangTM23/FZU_Thesis	False	21	4
复旦大学	Fudan University	presentation	latex	https://github.com/GuangLun2000/FZU-latex-template	False	21	4
杭州电子科技大学	Hangzhou University of Electronic Science and Technology	thesis	latex	https://github.com/wennboo/HDU-latex-template-for-master	False	21	4
上海大学	Shanghai University	thesis	latex	https://github.com/bowenthefeng/SHU-Bachelor-Thesis-Template	False	21	4
同济大学	Tongji University	thesis	latex	https://github.com/NotoOotori/tjuthesis	False	21	3
通用模板	Common Templates	presentation	latex	https://github.com/jasonbian97/Academic-Report-Beamer-Template	False	21	3
国防科技大学	National Defense University of Science and Technology	presentation	latex	https://github.com/yangjingo/nudtbeamer	False	21	2
西安交通大学	Xi'an Jiaotong University	thesis	latex	https://github.com/kohillyang/XJTUthesis-master-2020	False	21	2
西安电子科技大学	Xidian University	thesis	latex	https://github.com/Linxius/XDUBachelorThesis	True	21	2
山东大学	Shandong University	thesis	ms-word	https://github.com/tianyu-su/sdu-theis-template	False	21	1
通用模板	Common Templates	paper	typst	https://github.com/DawnEver/ieee-conference-typst-template	False	21	0
（德国）巴登-符腾堡州合作州立大学	Baden-Württemberg Cooperative State University	thesis	typst	https://github.com/DannySeidel/typst-dhbw-template	False	20	24
（日本）东京大学	University of Tokyo	thesis	latex	https://github.com/Veerachart/Thesis-template	False	20	13
（英国）纽卡斯尔大学	Newcastle University	thesis	latex	https://github.com/AndreGuerra123/NUTT	False	20	12
兰州大学	Lanzhou University	thesis	latex	https://github.com/JChrysanthemum/LZUThesis2020-PgD-PhD	False	20	11
杭州电子科技大学	Hangzhou University of Electronic Science and Technology	thesis	latex	https://github.com/hduffddybz/HDU-thesis	False	20	11
通用模板	Common Templates	presentation	latex	https://github.com/wisdomfusion/latex-beamer-teamplates	False	20	10
（丹麦）丹麦技术大学	Technical University of Denmark	thesis	latex	https://github.com/LasseRegin/master-thesis-deep-learning	False	20	9
西北农林科技大学	Northwest A&F University	presentation	latex	https://github.com/registor/nwafuBeamerTheme	False	20	8
中国人民大学	Renmin University of China	presentation	latex	https://github.com/andelf/ruc-beamer-template	False	20	8
华东师范大学	East China Normal University	thesis	latex	https://github.com/programokey/ECNUUndergraduateDissertationTemplate	False	20	7
上海科技大学	ShanghaiTech University	thesis	latex	https://github.com/Haoxiaoling/shtuthesis	False	20	5
（德国）巴登-符腾堡州合作州立大学	Baden-Württemberg Cooperative State University	thesis	latex	https://github.com/faltfe/iodhbwm	False	20	5
浙江财经大学	Zhejiang University Of Finance & Economics	thesis	latex	https://github.com/sqsssq/ZUFE-Thesis	False	20	4
（智利）智利大学	University of Chile	report	typst	https://github.com/PuntitOwO/template-informe-practica-fcfm	False	20	4
云南大学	Yunnan University	thesis	latex	https://github.com/Astro-Lee/YNUthesis	False	20	4
华东理工大学	East China University of Science and Technology	thesis	latex	https://github.com/wjsong365/ECUST_Thesis_LaTeX	False	20	4
江西财经大学	Jiangxi University of Finance and Economics	thesis	latex	https://github.com/zipzou/jufe-thesis-tex	False	20	4
通用模板	Common Templates	report	latex	https://github.com/NN708/SimpleLabReport	False	20	3
中南大学	Central South University	thesis	latex	https://github.com/BlurryLight/CSU-Thesis-LaTeX-Template	True	20	3
中国地质大学（武汉）	China University of Geosciences	thesis	latex	https://github.com/benmyb/CUGThesis	False	20	3
合肥工业大学	HeFei University of Technology	presentation	latex	https://github.com/sxhfut/Beamer-HFUT	False	20	3
中山大学	Sun Yat-sen University	thesis	latex	https://github.com/DapengFeng/sysuthesis	False	20	2
浙江大学	Zhejiang University	presentation	latex	https://github.com/corenel/zju-beamer-theme	False	20	2
（德国）斯图加特大学	University of Stuttgart	thesis	latex	https://github.com/valentjn/uni-stuttgart-phdthesis-template	False	20	2
新疆大学	Xinjiang University	thesis	latex	https://github.com/LeoLQF/xjuthesis	False	20	2
广西大学	Guangxi University	thesis	latex	https://github.com/KingwithQueen/GXU-Masters-and-PhD-Thesis-Templates	False	20	1
西安交通大学	Xi'an Jiaotong University	thesis	latex	https://github.com/ChenjieGump/XJTU-BSThesis_latex_2022	False	20	1
天津大学	Tianjin University	presentation	latex	https://github.com/JiangChengrun/TJU-LaTeX-Beamer-Template	False	20	1
中国传媒大学	Communication University of China	thesis	latex	https://github.com/TheoCUC/CUC-LaTeX-Templates	False	20	0
（澳大利亚）悉尼大学	University of Sydney	thesis	latex	https://github.com/danhey/thesis	False	19	18
（英国）伦敦国王学院	King's College London	thesis	latex	https://github.com/cai4cai/XCLThesisTemplate	False	19	16
大连理工大学	Dalian University of Technology	thesis	latex	https://github.com/Khaos/DLUTThesis	False	19	11
南京大学	Nanjing University	report	latex	https://github.com/Sensente/NJU_LaTex_Template	False	19	9
（丹麦）哥本哈根大学	University of Copenhagen	presentation	latex	https://github.com/cbourjau/frederiksberg_beamer	False	19	9
华东理工大学	East China University of Science and Technology	thesis	latex	https://github.com/dagnaf/ecust-bachelor-thesis-template	False	19	8
（意大利）帕多瓦大学	University of Padua	thesis	latex	https://github.com/mamio1994/template-latex-unipd	False	19	8
（德国）莱茵曼应用技术大学	RheinMain University of Applied Sciences	presentation	latex	https://github.com/aeimer/latex-template-hsrm-bachelorthesis	False	19	7
复旦大学	Fudan University	thesis	latex	https://github.com/eurekayuan/fduthesis2022	False	19	7
同济大学	Tongji University	thesis	latex	https://github.com/linxdcn/TongjiThesis	False	19	7
（挪威）特罗姆瑟大学- 挪威北极圈大学	UiT The Arctic University of Norway	thesis	typst	https://github.com/mrtz-j/typst-thesis-template	False	19	6
（德国）美因茨应用科技大学	Mainz University of Applied Sciences	thesis	latex	https://github.com/jonasbingel/HSMZ-Thesis-Template	False	19	6
（德国）卡尔斯鲁厄理工学院	Karlsruhe Institute of Technology (KIT)	presentation	typst	https://github.com/freundTech/kit-slides-typst	False	19	5
清华大学	Tsinghua University	thesis	typst	https://github.com/chillcicada/tntt	False	19	4
通用模板	Common Templates	presentation	latex	https://github.com/harisont/lucid	False	19	3
天津大学	Tianjin University	report	latex	https://github.com/FeathBow/TJU-RL-template	False	19	2
电子科技大学	University of Electronic Science and Technology of China	thesis	latex	https://github.com/LeoJhonSong/UESTC-Glasgow-Final-Year-Report-Template	False	19	2
哈尔滨工业大学	Harbin Institute of Technology	thesis	latex	https://github.com/HIT-UOI-SR/hithesis-template	False	19	2
西安交通大学	Xi'an Jiaotong University	presentation	latex	https://github.com/qyxf/beamerthemeXJTU	False	19	2
西安电子科技大学	Xidian University	thesis	latex	https://github.com/103yiran/XDUthesis_xelatex	False	19	2
广州大学	Guangzhou University	thesis	latex	https://github.com/WeiViming/gzhu-thesis	False	19	0
（韩国）首尔大学	Seoul National University (SNU)	thesis	latex	https://github.com/ylemkimon/SNU-ECE-BSc-thesis-LaTeX-template	False	19	0
香港科技大学	Hong Kong University Of Science And Technology (HUST)	thesis	latex	https://github.com/wenbinf/hkust-mphil-thesis	False	18	62
（俄罗斯）南方联邦大学	Southern Federal University (SFedU)	thesis	latex	https://github.com/mmcs-sfedu/mmcs_sfedu_thesis	False	18	23
台湾政治大学	National Chengchi University (NCCU)	thesis	latex	https://github.com/Walker088/nccu-thesis	False	18	15
衡阳师范学院	Hengyang Normal University	report	latex	https://github.com/wvqusrai/hnu_exam	False	18	8
郑州大学	Zhengzhou University	thesis	latex	https://github.com/RonTs/zzuthesis	False	18	7
通用模板	Common Templates	thesis	latex	https://github.com/phretor/cs-phd-dissertation-latex-template	False	18	7
（意大利）贝加莫大学	University of Bergamo	thesis	latex	https://github.com/micheleberetta98/unibg-thesis-template	False	18	5
西安交通大学	Xi'an Jiaotong University	thesis	latex	https://github.com/1989Ryan/XJTU-Bachelor-Thesis-LaTeX-Template	False	18	5
吉林大学	Jilin University	presentation	latex	https://github.com/GohUnTsuan/JLU-Beamer-Theme	False	18	5
浙江大学	Zhejiang University	report	latex	https://github.com/corenel/ZJUProposal	False	18	5
（韩国）高丽大学	Korea University	thesis	latex	https://github.com/shlee-lab/KUThesis2022	False	18	4
湖南大学	Hunan University	thesis	latex	https://github.com/Gwinel/hnuthesis	False	18	4
北京交通大学	Beijing Jiaotong University	presentation	latex	https://github.com/Tang1705/BJTU-Beamer	False	18	4
北京理工大学	Beijing Institute of Technology	thesis	latex	https://github.com/BITNP/BIThesis-scaffold	True	18	4
中国科学院大学	University of Chinese Academy of Sciences	presentation	latex	https://github.com/peng-yq/UCAS-Beamer-Theme	False	18	2
武汉大学	Wuhan University	thesis	latex	https://github.com/BenjaminHb/whu-thesis	False	18	1
中国科学院大学	University of Chinese Academy of Sciences	thesis	latex	https://github.com/guoxiaowhu/UCAS_Thesis	False	18	0
大连理工大学	Dalian University of Technology	thesis	latex	https://github.com/whufanwei/DLUT_XeLaTeX_Template_for_Doctor	False	17	18
（瑞典）查尔姆斯理工大学	Chalmers University of Technology	presentation	latex	https://github.com/E2-PhD-Council/ThesisTemplate	False	17	16
（加拿大）不列颠哥伦比亚大学	University of British Columbia	thesis	latex	https://github.com/oganm/ThesisProposal	False	17	16
（美国）密歇根大学	University of Michigan	thesis	latex	https://github.com/pettni/um-thesis	False	17	10
（美国）加利福尼亚大学洛杉矶分校	University of California, Los Angeles (UCLA)	thesis	latex	https://github.com/louis925/uclathes	False	17	10
（智利）费德里科圣玛利亚理工大学	Federico Santa María Technical University	thesis	latex	https://github.com/jaimercz/utfsm-thesis	False	17	8
北京航空航天大学	Beihang University (Beijing University of Aeronautics and Astronautics, BUAA)	presentation	latex	https://github.com/Htallone/beamerBUAA	False	17	7
通用模板	Common Templates	presentation	latex	https://github.com/gsarkis/McGill-Beamer-Theme	False	17	7
大连海事大学	Dalian Maritime University	thesis	latex	https://github.com/aurora1625/dmuthesis-latex	False	17	5
四川大学	Sichuan University	thesis	latex	https://github.com/kevinleeex/scu_thesis_template	False	17	4
（英国）利物浦大学	University Of Liverpool	thesis	latex	https://github.com/GiacomoPope/thesis-template	False	17	3
（印度）印度理工学院（贝拿勒斯印度教大学）瓦拉纳西分校	Indian Institute of Technology (BHU) Varanasi, IIT-BHU	thesis	latex	https://github.com/sdasrc/thesis-template-iitbhu	False	17	3
中山大学	Sun Yat-sen University	thesis	ms-word	https://github.com/HareInWeed/SYSU-thesis	False	17	2
江苏大学	Jiangsu University	thesis	latex	https://github.com/xtc-chen/UJS_Phdthesis	False	17	1
上海大学	Shanghai University	thesis	latex	https://github.com/SHU-CES-1008/SHU-Thesis	False	17	1
（德国）帕绍大学	University of Passau	thesis	latex	https://github.com/harshildarji/thesis	False	17	1
湖南大学	Hunan University	report	latex	https://github.com/zcyeee/HNU_LaTeX_Template	False	17	0
华东理工大学	East China University of Science and Technology	thesis	latex	https://github.com/blanche07/ecust-master-thesis-latex	False	17	0
西安交通大学	Xi'an Jiaotong University	thesis	latex	https://github.com/Radiance-nt/XJTU_BachelorThesis_DagRank	False	17	0
浙江大学	Zhejiang University	thesis	latex	https://github.com/Yirui-Wang/ZJU-CSE-Latex	False	17	0
（印度尼西亚）加查马达大学	University of Gadjah Mada	thesis	latex	https://github.com/canggihpw/thesisdtetiugm	False	16	30
（美国）加利福尼亚大学圣克鲁斯分校	University Of California, Santa Cruz (UCSC)	thesis	latex	https://github.com/adamnovak/ucscthesis	False	16	26
兰州大学	Lanzhou University	thesis	latex	https://github.com/suchot/LZUThesis2017	False	16	11
（德国）慕尼黑工业大学	Technical University of Munich	thesis	latex	https://github.com/nnedkov/tum-thesis-latex	False	16	8
（韩国）首尔大学	Seoul National University (SNU)	thesis	latex	https://github.com/skywalker023/thesis-template-snu-cse	False	16	6
山东大学	Shandong University	thesis	latex	https://github.com/Luosid0/2024sdu-latex-undergraduate	False	16	6
（英国）埃克塞特大学	University of Exeter	thesis	latex	https://github.com/georgedeath/University_of_Exeter_Thesis_Template	False	16	6
大连理工大学	Dalian University of Technology	thesis	latex	https://github.com/stevewongv/DLUT_XeLaTeX_Template_For_Bachelor	False	16	6
（美国）国立卫生研究院	National Institutes of Health (NIH)	report	typst	https://github.com/corybrunson/NIH-proposal-template	False	16	5
南方科技大学	Southern University of Science and Technology	thesis	latex	https://github.com/Spacebody/sustcthesis	False	16	5
（德国）慕尼黑大学	Ludwig Maximilian University of Munich (LMU)	thesis	latex	https://github.com/changkun/lmu-thesis-latex	False	16	5
上海交通大学	Shanghai Jiaotong University	presentation	typst	https://github.com/sjtug/touying-sjtu	False	16	4
华南理工大学	South China University of Technology	thesis	latex	https://github.com/h-hg/latex-scut-bachelor-thesis	False	16	4
中国人民大学	Renmin University of China	thesis	latex	https://github.com/HughYau/RUCthesis-for-Bachelor	False	16	4
（法国）里尔大学	University of Lille	thesis	latex	https://github.com/eleurent/phd-thesis	False	16	4
（意大利）帕多瓦大学	University of Padua	thesis	latex	https://github.com/mychele/unipd-latex-template	False	16	4
华南理工大学	South China University of Technology	thesis	latex	https://github.com/phreer/scutthesis	False	16	3
重庆大学	Chongqing University	presentation	latex	https://github.com/CQUtug/CQUBeamer	False	16	3
（美国）哈佛大学	Harvard University	thesis	typst	https://github.com/christopherkenny/harvard-diss	False	16	2
福州大学	Fuzhou University	thesis	latex	https://github.com/chenzl23/FZUThesis	False	16	2
深圳大学	Shenzhen University	thesis	latex	https://github.com/Jev0987/SZUThesis-2024	False	16	1
云南大学	Yunnan University	thesis	latex	https://github.com/ZhenfengLei/Yunnan-University-Thesis-Latex	False	16	1
（挪威）挪威科技大学	Norwegian University of Science and Technology	thesis	latex	https://github.com/COPCSE-NTNU/bachelor-thesis-NTNU	False	15	53
（美国）芝加哥大学	University of Chicago	presentation	latex	https://github.com/jacksonllee/uchicago-beamer	False	15	11
青岛大学	Qingdao University	thesis	latex	https://github.com/paralevi/QDUthesis	False	15	10
北京交通大学	Beijing Jiaotong University	thesis	latex	https://github.com/chenzewei01/bjtuThesis	False	15	9
通用模板	Common Templates	thesis	typst	https://github.com/sebaseb98/clean-math-thesis	False	15	8
（美国）休斯敦大学	University of Houston	presentation	latex	https://github.com/cainmagi/UH-beamer-templates	False	15	7
西南科技大学	Southwest University of Science and Technology	thesis	latex	https://github.com/japinli/swust-thesis	False	15	7
通用模板	Common Templates	thesis	latex	https://github.com/Cinofix/latex-scientific-templates	False	15	7
（瑞士）洛桑联邦理工学院	Federal School of Technology in Lausanne (EPFL)	thesis	typst	https://github.com/augustebaum/epfl-thesis-typst	False	15	6
中南大学	Central South University	report	latex	https://github.com/zhong-yy/CSU_Thesis_Proposal	False	15	5
西安石油大学	Xi'an University of Petroleum	thesis	latex	https://github.com/h2y/xsyu-latex	False	15	5
南京邮电大学	Nanjing University of Posts and Telecommunications	thesis	latex	https://github.com/li199-code/njupt_master_thesis_latex_template	False	15	4
（加拿大）卡尔加里大学	University of Calgary (UCalgary)	thesis	latex	https://github.com/rzach/ucalgmthesis	False	15	4
天津大学	Tianjin University	thesis	latex	https://github.com/6gbluewind/Tjuthesis_phd_1.2-	False	15	4
哈尔滨工业大学	Harbin Institute of Technology	presentation	latex	https://github.com/Tonanguyxiro/SUSTech-Slide-Template-LateX-EN	False	15	4
华南师范大学	South China Normal University	presentation	latex	https://github.com/Elitedj/SCNU_BeamerTemplate	False	15	4
长沙理工大学	Changsha University of Technology	thesis	latex	https://github.com/kangxiatao/CSUSTthesis	False	15	3
香港城市大学	City University of Hong Kong (CityU)	thesis	latex	https://github.com/huwan/CityU_Thesis	True	15	3
通用模板	Common Templates	presentation	latex	https://github.com/christophergandrud/LSE-Beamer-Theme	False	15	3
山东大学	Shandong University	thesis	latex	https://github.com/bearshng/sduthesis	False	15	3
东北师范大学	Northeast Normal University	thesis	latex	https://github.com/tiankonguse/NENUCSThesis	False	15	3
