序号,中文名,外文名,GitHub仓库,已归档,Star数,Fork数,更新时间,许可证
696,**北京大学**,*Peking University*,[:simple-github: GXIU/<br>Easy-Templates](https://github.com/GXIU/Easy-Templates),:unlock:,5,1,:material-update: `2020-07-18`, 
697,**中山大学**,*Sun Yat-sen University*,[:simple-github: Lovely-XPP/<br>SYSU-thesis](https://github.com/Lovely-XPP/SYSU-thesis),:unlock:,5,1,:material-update: `2023-05-19`,:material-license: `GPL-3.0`
698,**上海工程技术大学**,*Shanghai University of Engineering and Technology*,[:simple-github: MobtgZhang/<br>sues-mm](https://github.com/MobtgZhang/sues-mm),:unlock:,5,1,:material-update: `2024-05-02`,:material-license: `MIT`
699,**台湾阳明交通大学<br>（國立陽明交通大學）**,*National Yang Ming Chiao Tung University (NYCU)*,[:simple-github: alex81527/<br>latex-nctu-thesis](https://github.com/alex81527/latex-nctu-thesis),:unlock:,5,1,:material-update: `2018-02-19`,:material-license: `GPL-3.0`
700,**重庆交通大学**,*Chongqing Jiaotong University*,[:simple-github: cyanray/<br>ThesisCQJTU](https://github.com/cyanray/ThesisCQJTU),:unlock:,5,1,:material-update: `2022-10-10`, 
701,**贵州大学**,*Guizhou University*,[:simple-github: francisol/<br>GZUthesis-template](https://github.com/francisol/GZUthesis-template),:unlock:,5,1,:material-update: `2025-01-02`, 
702,**山东大学**,*Shandong University*,[:simple-github: luxun59/<br>latex_Template](https://github.com/luxun59/latex_Template),:unlock:,5,1,:material-update: `2023-01-17`, 
703,**（德国）哥廷根大学**,*University of Göttingen*<br>(Georg-August-Universität Göttingen),[:simple-github: mhellmeier/<br>LaTeX-Thesis-Template](https://github.com/mhellmeier/LaTeX-Thesis-Template),:unlock:,5,1,:material-update: `2021-03-30`,:material-license: `MIT`
704,**（美国）科罗拉多矿业学院**,*Colorado School of Mines*,[:simple-github: miligithub/<br>MinesThesisTemplate](https://github.com/miligithub/MinesThesisTemplate),:unlock:,5,1,:material-update: `2021-01-28`, 
705,**上海科技大学**,*ShanghaiTech University*,[:simple-github: sslchi/<br>SISTThesis](https://github.com/sslchi/SISTThesis),:unlock:,5,1,:material-update: `2020-09-23`, 
706,**（挪威）奥斯陆大学**,*University of Oslo*<br>(Universitetet i Oslo),[:simple-github: uio-latex/<br>phduio-monograph](https://github.com/uio-latex/phduio-monograph),:unlock:,5,1,:material-update: `2023-07-23`,:material-license: `MIT`
707,**山东大学**,*Shandong University*,[:simple-github: wangzhukang/<br>sduthesis](https://github.com/wangzhukang/sduthesis),:unlock:,5,1,:material-update: `2024-10-25`, 
708,**中南大学**,*Central South University*,[:simple-github: ChaoYan/<br>CSUThesis](https://github.com/ChaoYan/CSUThesis),:unlock:,5,0,:material-update: `2025-02-21`,:material-license: `Apache-2.0`
709,**福州大学**,*Fuzhou University*,[:simple-github: FzuerStudio/<br>fzu-thesis-template](https://github.com/FzuerStudio/fzu-thesis-template),:unlock:,5,0,:material-update: `2013-05-14`, 
710,**通用模板**,*Common Templates*,[:simple-github: WetenSchaap/<br>latex-imitatie](https://github.com/WetenSchaap/latex-imitatie),:unlock:,5,0,:material-update: `2022-06-17`,:material-license: `AGPL-3.0`
711,**深圳大学**,*Shenzhen University*,[:simple-github: bearcatat/<br>SZUThesis](https://github.com/bearcatat/SZUThesis),:unlock:,5,0,:material-update: `2022-01-09`, 
712,**（越南）芽庄大学**,*Nha Trang University*<br>(Trường Đại học Nha Trang),[:simple-github: nd-hung/<br>thesis-template](https://github.com/nd-hung/thesis-template),:unlock:,5,0,:material-update: `2024-07-04`, 
713,**西南石油大学**,*Southwest Petroleum University*,[:simple-github: qingbyin/<br>swputhesis](https://github.com/qingbyin/swputhesis),:unlock:,5,0,:material-update: `2022-05-15`, 
714,**（日本）九州工业大学**,*Kyushu Institute of Technology*<br>(九州工業大学),[:simple-github: ravijo/<br>kyutech-thesis-template](https://github.com/ravijo/kyutech-thesis-template),:unlock:,5,0,:material-update: `2020-06-09`,:material-license: `MIT`
715,**合肥工业大学**,*HeFei University of Technology*,[:simple-github: shinyypig/<br>HFUT-Thesis](https://github.com/shinyypig/HFUT-Thesis),:unlock:,5,0,:material-update: `2024-07-05`,:material-license: `MIT`
716,**（美国）宾夕法尼亚大学**,"*University of Pennsylvania, UPenn*",[:simple-github: shyamupa/<br>upenn-cis-thesis-template](https://github.com/shyamupa/upenn-cis-thesis-template),:unlock:,4,6,:material-update: `2021-02-28`, 
717,**（美国）耶鲁大学**,*Yale University*<br>(Yale University),[:simple-github: jopetty/<br>yale-thesis](https://github.com/jopetty/yale-thesis),:unlock:,4,5,:material-update: `2017-08-13`,:material-license: `MIT`
718,**（英国）牛津大学**,*University of Oxford*,[:simple-github: Tinyblack/<br>Oxford-EngSci-Thesis-Template](https://github.com/Tinyblack/Oxford-EngSci-Thesis-Template),:unlock:,4,4,:material-update: `2025-02-19`,:material-license: `MIT`
719,**（美国）田纳西大学诺克斯维尔分校**,"*University of Tennessee, Knoxville (UTK)*",[:simple-github: edponce/<br>thesis_template](https://github.com/edponce/thesis_template),:unlock:,4,3,:material-update: `2023-01-25`,:material-license: `MIT`
720,**南开大学**,*Nankai University*,[:simple-github: bianbian1234/<br>NKU_latex_template](https://github.com/bianbian1234/NKU_latex_template),:unlock:,4,2,:material-update: `2022-09-28`, 
721,**北京林业大学**,*Beijing Forestry University*,[:simple-github: quaeast/<br>BjfuLatexTemplate](https://github.com/quaeast/BjfuLatexTemplate),:unlock:,4,2,:material-update: `2021-06-03`, 
722,**南开大学**,*Nankai University*,[:simple-github: vicky66/<br>nkuthesis-master-mac](https://github.com/vicky66/nkuthesis-master-mac),:unlock:,4,2,:material-update: `2019-01-02`, 
723,**厦门大学**,*Xiamen University*,[:simple-github: wwwxmu/<br>-Latex-](https://github.com/wwwxmu/-Latex-),:unlock:,4,2,:material-update: `2015-05-07`, 
724,**（印度尼西亚）印度尼西亚大学**,*University of Indonesia*<br>(Universitas Indonesia),[:simple-github: yohanesgultom/<br>ui_style](https://github.com/yohanesgultom/ui_style),:unlock:,4,2,:material-update: `2017-05-03`,:material-license: `NOASSERTION`
725,**中国科学技术大学**,*University of Science and Technology of China*,[:simple-github: GaZ3ll3/<br>ustcthesis](https://github.com/GaZ3ll3/ustcthesis),:unlock:,4,1,:material-update: `2014-02-07`,:material-license: `GPL-2.0`
726,**四川大学**,*Sichuan University*,[:simple-github: MrGodfrey/<br>SCU-Thesis-LaTeX-Template](https://github.com/MrGodfrey/SCU-Thesis-LaTeX-Template),:unlock:,4,1,:material-update: `2025-03-04`,:material-license: `Apache-2.0`
727,**四川大学**,*Sichuan University*,[:simple-github: myfox1997/<br>SCU_Thesis](https://github.com/myfox1997/SCU_Thesis),:unlock:,4,1,:material-update: `2019-04-26`, 
728,**杭州电子科技大学**,*Hangzhou University of Electronic Science and Technology*,[:simple-github: ydar95/<br>HDU-Master-Thesis-Latex](https://github.com/ydar95/HDU-Master-Thesis-Latex),:unlock:,4,1,:material-update: `2022-04-14`, 
729,**东北大学**,*Northeastern University*,[:simple-github: yeqibin/<br>neuthesis](https://github.com/yeqibin/neuthesis),:unlock:,4,1,:material-update: `2016-08-07`, 
730,**（美国）爱荷华大学**,*University of Iowa*,[:simple-github: zhiyzuo/<br>uiowa-thesis-dissertation](https://github.com/zhiyzuo/uiowa-thesis-dissertation),:unlock:,4,1,:material-update: `2019-07-10`,:material-license: `NOASSERTION`
731,**北京师范大学**,*Beijing Normal University*,[:simple-github: Hggg/<br>BNU-Bachelor-Template](https://github.com/Hggg/BNU-Bachelor-Template),:unlock:,4,0,:material-update: `2020-04-24`, 
732,**北京航空航天大学**,"*Beihang University (Beijing University of Aeronautics and Astronautics, BUAA)*",[:simple-github: JunyiHua/<br>latex-mould-for-BUAA-bachelor-thesis-2021](https://github.com/JunyiHua/latex-mould-for-BUAA-bachelor-thesis-2021),:unlock:,4,0,:material-update: `2021-01-12`, 
733,**吉林大学**,*Jilin University*,[:simple-github: OceanPresentChao/<br>JLU-SE-Thesis-Template](https://github.com/OceanPresentChao/JLU-SE-Thesis-Template),:unlock:,4,0,:material-update: `2024-10-13`,:material-license: `MIT`
734,**大连理工大学**,*Dalian University of Technology*,[:simple-github: Saltsmart/<br>DUT-master-thesis](https://github.com/Saltsmart/DUT-master-thesis),:unlock:,4,0,:material-update: `2023-05-06`,:material-license: `LPPL-1.3c`
735,**中南财经政法大学**,*Zhongnan University of Economics and Law*,[:simple-github: YihanCao123/<br>zuel_thesis](https://github.com/YihanCao123/zuel_thesis),:unlock:,4,0,:material-update: `2020-05-18`,:material-license: `MIT`
736,**（意大利）罗马大学**,*Sapienza University of Rome*<br>(Sapienza - Università di Roma),[:simple-github: edoardottt/<br>sapienza-latex-thesis](https://github.com/edoardottt/sapienza-latex-thesis),:unlock:,4,0,:material-update: `2024-11-10`,:material-license: `GPL-3.0`
737,**南开大学**,*Nankai University*,[:simple-github: hhhhhscott/<br>NKU_Bachelor_Thesis_EO_College_LaTeX_Template](https://github.com/hhhhhscott/NKU_Bachelor_Thesis_EO_College_LaTeX_Template),:unlock:,4,0,:material-update: `2024-02-13`, 
738,**（马来西亚）马来西亚工艺大学**,"*University of Technology Malaysia, UTM*<br>(Universiti Teknologi Malaysia)",[:simple-github: kianmeng/<br>utmthesis-context](https://github.com/kianmeng/utmthesis-context),:unlock:,4,0,:material-update: `2022-09-07`, 
739,**（德国）慕尼黑工业大学**,*Technical University of Munich*<br>(Technische Universität München),[:simple-github: labenbmic1/<br>git-BachelorThesis](https://github.com/labenbmic1/git-BachelorThesis),:unlock:,4,0,:material-update: `2020-10-10`, 
740,**（瑞士）瑞士西北应用科学与艺术大学**,"*University of Applied Sciences and Arts Northwestern Switzerland*<br>(Fachhochschule Nordwestschweiz, FHNW)",[:simple-github: maechler/<br>latex-thesis-template](https://github.com/maechler/latex-thesis-template),:unlock:,4,0,:material-update: `2020-04-22`, 
741,**天津大学**,*Tianjin University*,[:simple-github: oak619/<br>TJUthesis_xelatex-phd-2020](https://github.com/oak619/TJUthesis_xelatex-phd-2020),:unlock:,4,0,:material-update: `2021-05-29`,:material-license: `GPL-3.0`
742,**电子科技大学**,*University of Electronic Science and Technology of China*,[:simple-github: raja21068/<br>UESTC-THESIS](https://github.com/raja21068/UESTC-THESIS),:unlock:,4,0,:material-update: `2019-01-25`, 
743,**山东大学**,*Shandong University*,[:simple-github: sailist/<br>Refined-Version-of-SDU-Thesis-Template](https://github.com/sailist/Refined-Version-of-SDU-Thesis-Template),:unlock:,4,0,:material-update: `2023-02-16`,:material-license: `MIT`
744,**河海大学**,*Hohai University*,[:simple-github: schochastics/<br>hhu_thesis](https://github.com/schochastics/hhu_thesis),:unlock:,4,0,:material-update: `2023-07-12`, 
745,**中国矿业大学**,*China University of Mining and Technology*,[:simple-github: senli1073/<br>cumtthesis](https://github.com/senli1073/cumtthesis),:unlock:,4,0,:material-update: `2025-03-02`,:material-license: `LPPL-1.3c`
746,**重庆大学**,*Chongqing University*,[:simple-github: yinguoweiOvO/<br>CQUThesis_20242024](https://github.com/yinguoweiOvO/CQUThesis_20242024),:unlock:,4,0,:material-update: `2024-03-31`,:material-license: `NOASSERTION`
747,**浙江工商大学**,*Zhejiang Gongshang University*,[:simple-github: zewei-Zhang/<br>zjgsuthesis](https://github.com/zewei-Zhang/zjgsuthesis),:unlock:,4,0,:material-update: `2022-04-26`,:material-license: `MIT`
748,**北京邮电大学**,*Beijing University of Posts and Telecommunications*,[:simple-github: latexstudio/<br>PhD-Thesis--LaTeX-Template-for-BUPT](https://github.com/latexstudio/PhD-Thesis--LaTeX-Template-for-BUPT),:unlock:,3,10,:material-update: `2016-07-18`, 
749,**（沙特阿拉伯）卡西姆大学**,*Qassim University*<br>(جامعة_القصيم),[:simple-github: coc-it/<br>qu-thesis-template](https://github.com/coc-it/qu-thesis-template),:unlock:,3,6,:material-update: `2023-03-06`,:material-license: `MIT`
750,**南京农业大学**,*Nanjing Agricultural University*,[:simple-github: Qsion/<br>NJAU_Thesis](https://github.com/Qsion/NJAU_Thesis),:unlock:,3,4,:material-update: `2023-12-04`,:material-license: `GPL-3.0`
751,**台湾南台科技大学<br>（南臺科技大學）**,*Southern Taiwan University of Science and Technology (STUST)*,[:simple-github: yingchaotw/<br>STUST-thesis-template](https://github.com/yingchaotw/STUST-thesis-template),:unlock:,3,4,:material-update: `2024-08-24`, 
752,**首都师范大学**,*Capital Normal University*,[:simple-github: huwan/<br>cnuthesis](https://github.com/huwan/cnuthesis),:unlock:,3,3,:material-update: `2021-02-09`, 
753,**（英国）兰卡斯特大学**,*Lancaster University*<br>(Lancaster University),[:simple-github: ErickChacon/<br>lancs-thesis](https://github.com/ErickChacon/lancs-thesis),:unlock:,3,2,:material-update: `2019-02-04`,:material-license: `GPL-3.0`
754,**北京林业大学**,*Beijing Forestry University*,[:simple-github: bjfu-projects/<br>bjfuthesis](https://github.com/bjfu-projects/bjfuthesis),:unlock:,3,2,:material-update: `2021-07-02`,:material-license: `GPL-3.0`
755,**北京语言大学**,*Beijing Language and Culture University*,[:simple-github: cunliangkong/<br>BLCU-Thesis](https://github.com/cunliangkong/BLCU-Thesis),:card_box:,3,2,:material-update: `2023-05-15`, 
756,**（德国）帕德博恩大学**,*Paderborn University*<br>(Universität Paderborn),[:simple-github: patrickrobrecht/<br>latex-templates-upb](https://github.com/patrickrobrecht/latex-templates-upb),:unlock:,3,2,:material-update: `2017-12-17`,:material-license: `GPL-3.0`
757,**（葡萄牙） 里斯本高等理工学院**,"*Instituto Superior Técnico*<br>(Instituto Superior Técnico, IST)",[:simple-github: FilipeMar/<br>DoctoralThesisIST](https://github.com/FilipeMar/DoctoralThesisIST),:unlock:,3,1,:material-update: `2019-04-04`,:material-license: `GPL-3.0`
758,**（葡萄牙） 里斯本高等理工学院**,"*Instituto Superior Técnico*<br>(Instituto Superior Técnico, IST)",[:simple-github: FilipeMar/<br>Phd-Thesis-Tecnico](https://github.com/FilipeMar/Phd-Thesis-Tecnico),:unlock:,3,1,:material-update: `2019-04-05`,:material-license: `GPL-3.0`
759,**大连理工大学**,*Dalian University of Technology*,[:simple-github: GoBigorGoHome/<br>dutthesis](https://github.com/GoBigorGoHome/dutthesis),:unlock:,3,1,:material-update: `2017-06-09`, 
760,**同济大学**,*Tongji University*,[:simple-github: Hl-W/<br>TongjiThesis_modified](https://github.com/Hl-W/TongjiThesis_modified),:unlock:,3,1,:material-update: `2024-05-21`, 
761,**（伊朗）哈杰·纳西尔丁·图西理工大学**,*Khajeh Nasir Toosi University of Technology*<br>(دانشگاه صنعتی خواجه نصيرالدين طوسی),[:simple-github: MJAHMADEE/<br>KNTUThesis](https://github.com/MJAHMADEE/KNTUThesis),:unlock:,3,1,:material-update: `2024-08-19`,:material-license: `MIT`
762,**复旦大学**,*Fudan University*,[:simple-github: ShupeiLi/<br>fudan-thesis-template](https://github.com/ShupeiLi/fudan-thesis-template),:unlock:,3,1,:material-update: `2022-04-11`, 
763,**对外经济贸易大学**,*University of International Business and Economics*,[:simple-github: caibengbu/<br>uibethesis](https://github.com/caibengbu/uibethesis),:unlock:,3,1,:material-update: `2024-07-10`, 
764,**成都理工大学**,*Chengdu University of Technology*,[:simple-github: cs-whh/<br>CDUT_thesis](https://github.com/cs-whh/CDUT_thesis),:unlock:,3,1,:material-update: `2022-01-13`, 
765,**成都理工大学**,*Chengdu University of Technology*,[:simple-github: fumeng6/<br>CDUT-Undergraduate-Thesis-Template](https://github.com/fumeng6/CDUT-Undergraduate-Thesis-Template),:unlock:,3,1,:material-update: `2022-09-11`, 
766,**浙江大学**,*Zhejiang University*,[:simple-github: junpeiz/<br>ZJU-CS-Undergrad-Thesis-Latex-Template](https://github.com/junpeiz/ZJU-CS-Undergrad-Thesis-Latex-Template),:unlock:,3,1,:material-update: `2019-03-24`, 
767,**（西班牙）马德里理工大学**,"*Technical University of Madrid*<br>(Universidad Politécnica de Madrid, UPM)",[:simple-github: ricardolopezgr/<br>TFG-TFM-template](https://github.com/ricardolopezgr/TFG-TFM-template),:unlock:,3,1,:material-update: `2018-11-25`,:material-license: `MIT`
768,**（法国）布列塔尼-卢瓦尔大学**,*Brittany and Loire University*<br>(Université Bretagne-Loire),[:simple-github: Callidon/<br>template-thesis-ubl-mathstic](https://github.com/Callidon/template-thesis-ubl-mathstic),:unlock:,3,0,:material-update: `2020-02-14`,:material-license: `MIT`
769,**厦门大学**,*Xiamen University*,[:simple-github: CamuseCao/<br>XMU-Thesis-Overleaf](https://github.com/CamuseCao/XMU-Thesis-Overleaf),:card_box:,3,0,:material-update: `2020-08-11`, 
770,**厦门大学**,*Xiamen University*,[:simple-github: CoolTowel/<br>XMU_ThesisTemplate](https://github.com/CoolTowel/XMU_ThesisTemplate),:unlock:,3,0,:material-update: `2020-02-23`,:material-license: `GPL-3.0`
771,**中国海洋大学**,*Ocean University of China*,[:simple-github: Duola-li/<br>OUC-Latex-Thesis-master](https://github.com/Duola-li/OUC-Latex-Thesis-master),:unlock:,3,0,:material-update: `2023-05-29`, 
772,**重庆邮电大学**,*Chongqing University of Posts and Telecommunications*,[:simple-github: ElegantLee/<br>CQUPT-Thesis-LaTex-Template](https://github.com/ElegantLee/CQUPT-Thesis-LaTex-Template),:unlock:,3,0,:material-update: `2023-03-12`,:material-license: `MIT`
773,**中国海洋大学**,*Ocean University of China*,[:simple-github: SunYufei/<br>oucthesis](https://github.com/SunYufei/oucthesis),:card_box:,3,0,:material-update: `2021-05-24`, 
774,**中国人民大学**,*Renmin University of China*,[:simple-github: abuccts/<br>ructhesis](https://github.com/abuccts/ructhesis),:unlock:,3,0,:material-update: `2017-10-31`,:material-license: `LPPL-1.3c`
775,**（新加坡）南洋理工大学**,*Nanyang Technological University (NTU)*,[:simple-github: alxiong/<br>ntu-thesis-latex](https://github.com/alxiong/ntu-thesis-latex),:unlock:,3,0,:material-update: `2019-03-26`,:material-license: `Apache-2.0`
776,**上海师范大学**,*Shanghai Normal University*,[:simple-github: andy123t/<br>shnubachelor](https://github.com/andy123t/shnubachelor),:unlock:,3,0,:material-update: `2024-08-22`,:material-license: `MIT`
777,**中南财经政法大学**,*Zhongnan University of Economics and Law*,[:simple-github: donk3yzz/<br>zuel_zh](https://github.com/donk3yzz/zuel_zh),:unlock:,3,0,:material-update: `2019-04-06`, 
778,**湖南工商大学**,*Hunan Industrial and Commercial University*,[:simple-github: ethan-phu/<br>hutb_master_thesis_latex](https://github.com/ethan-phu/hutb_master_thesis_latex),:unlock:,3,0,:material-update: `2022-03-12`, 
779,**湖南大学**,*Hunan University*,[:simple-github: gannerfreer/<br>Hnu_master_thesis](https://github.com/gannerfreer/Hnu_master_thesis),:unlock:,3,0,:material-update: `2024-12-06`, 
780,**（美国）西密歇根大学**,*Western Michigan University*<br>(Western Michigan University),[:simple-github: jonlighthall/<br>wmu](https://github.com/jonlighthall/wmu),:unlock:,3,0,:material-update: `2021-01-27`,:material-license: `MIT`
781,**北京电影学院**,*Beijing Film Academy*,[:simple-github: juneleung/<br>BFA_Master_Thesis_Template](https://github.com/juneleung/BFA_Master_Thesis_Template),:unlock:,3,0,:material-update: `2024-01-29`, 
782,**北京电影学院**,*Beijing Film Academy*,[:simple-github: juneleung/<br>BFA_Undergraduate_Thesis_Template](https://github.com/juneleung/BFA_Undergraduate_Thesis_Template),:unlock:,3,0,:material-update: `2024-01-29`, 
783,**（荷兰）阿姆斯特丹大学**,*University of Amsterdam*<br>(Universiteit van Amsterdam),[:simple-github: m4lvin/<br>illc-phd-thesis-template](https://github.com/m4lvin/illc-phd-thesis-template),:unlock:,3,0,:material-update: `2025-02-17`, 
784,**华南理工大学**,*South China University of Technology*,[:simple-github: mengchaoheng/<br>SCUT_course](https://github.com/mengchaoheng/SCUT_course),:unlock:,3,0,:material-update: `2023-11-03`, 
785,**（美国）亚利桑那州立大学**,*Arizona State University*,[:simple-github: nicole-brewer/<br>asu-thesis](https://github.com/nicole-brewer/asu-thesis),:unlock:,3,0,:material-update: `2023-12-21`,:material-license: `GPL-3.0`
786,**（俄罗斯）南方联邦大学**,*Southern Federal University (SFedU)*<br>(Южный федеральный университет (ЮФУ)),[:simple-github: sanyarnd/<br>sfedu-mmcs-latex-thesis-template](https://github.com/sanyarnd/sfedu-mmcs-latex-thesis-template),:unlock:,3,0,:material-update: `2019-06-21`,:material-license: `CC0-1.0`
787,**湖北经济学院**,*Hubei School of Economics*,[:simple-github: snyh/<br>hbue_thesis](https://github.com/snyh/hbue_thesis),:unlock:,3,0,:material-update: `2019-03-19`, 
788,**中国人民大学**,*Renmin University of China*,[:simple-github: tnoa77/<br>RUC_Thesis_2019](https://github.com/tnoa77/RUC_Thesis_2019),:unlock:,3,0,:material-update: `2020-02-06`, 
789,**清华大学**,*Tsinghua University*,[:simple-github: xavieryao/<br>thu-ell-bachelor-thesis](https://github.com/xavieryao/thu-ell-bachelor-thesis),:unlock:,3,0,:material-update: `2019-10-04`, 
790,**台湾清华大学<br>（國立清華大學）**,*National Tsing Hua University (NTHU)*,[:simple-github: yszheda/<br>nthu-master-thesis](https://github.com/yszheda/nthu-master-thesis),:unlock:,3,0,:material-update: `2014-06-12`,:material-license: `MIT`
791,**兰州大学**,*Lanzhou University*,[:simple-github: zmx0142857/<br>lzuthesis](https://github.com/zmx0142857/lzuthesis),:unlock:,3,0,:material-update: `2020-05-31`, 
792,**厦门大学**,*Xiamen University*,[:simple-github: liulizhi1996/<br>XMU-Bachelor-Thesis-Templete](https://github.com/liulizhi1996/XMU-Bachelor-Thesis-Templete),:unlock:,2,3,:material-update: `2018-05-08`, 
793,**华东理工大学**,*East China University of Science and Technology*,[:simple-github: scottoasis/<br>ecustthesis](https://github.com/scottoasis/ecustthesis),:unlock:,2,3,:material-update: `2013-06-16`, 
794,**华南理工大学**,*South China University of Technology*,[:simple-github: KaitlynZeng/<br>SCUT-THESIS](https://github.com/KaitlynZeng/SCUT-THESIS),:unlock:,2,2,:material-update: `2020-05-29`, 
795,**哈尔滨医科大学**,*Harbin Medical University*,[:simple-github: a67878813/<br>HMUThesis-master](https://github.com/a67878813/HMUThesis-master),:unlock:,2,2,:material-update: `2017-05-30`,:material-license: `Apache-2.0`
796,**厦门大学**,*Xiamen University*,[:simple-github: faying/<br>XMU-LaTeX-Template](https://github.com/faying/XMU-LaTeX-Template),:unlock:,2,2,:material-update: `2012-11-23`, 
797,**香港城市大学<br>（香港城市大學）**,*City University of Hong Kong (CityU)*,[:simple-github: huwan/<br>cleanthesis-cityu](https://github.com/huwan/cleanthesis-cityu),:unlock:,2,2,:material-update: `2020-07-29`, 
798,**（美国）马凯特大学**,*Marquette University*,[:simple-github: pdgessler/<br>mugsthesis](https://github.com/pdgessler/mugsthesis),:card_box:,2,2,:material-update: `2022-09-01`, 
799,**复旦大学**,*Fudan University*,[:simple-github: yhyi15/<br>FDU_PhD_Thesis_Template](https://github.com/yhyi15/FDU_PhD_Thesis_Template),:unlock:,2,2,:material-update: `2017-04-04`, 
800,**西安电子科技大学**,*Xidian University*,[:simple-github: ztcxdu/<br>xdu_MS_thesis_template](https://github.com/ztcxdu/xdu_MS_thesis_template),:unlock:,2,2,:material-update: `2020-12-22`,:material-license: `GPL-3.0`
801,**（澳大利亚）新南威尔士大学**,*University of New South Wales*,[:simple-github: andrewletten/<br>LettenPhDThesis2015](https://github.com/andrewletten/LettenPhDThesis2015),:unlock:,2,1,:material-update: `2017-06-10`,:material-license: `MIT`
802,**台湾大学<br>（國立臺灣大學）**,*National Taiwan University (NTU)*,[:simple-github: chujay/<br>NTU_latex](https://github.com/chujay/NTU_latex),:unlock:,2,1,:material-update: `2017-07-27`, 
803,**山西农业大学**,*Shanxi Agricultural University*,[:simple-github: dubuqingfeng/<br>sxau-document](https://github.com/dubuqingfeng/sxau-document),:card_box:,2,1,:material-update: `2016-12-13`, 
804,**天津大学**,*Tianjin University*,[:simple-github: jinyu121/<br>tju-thesis-simple](https://github.com/jinyu121/tju-thesis-simple),:unlock:,2,1,:material-update: `2021-05-29`, 
805,**三峡大学**,*China Three Gorges University*,[:simple-github: sxdxyxy/<br>smartmedical](https://github.com/sxdxyxy/smartmedical),:unlock:,2,1,:material-update: `2017-04-15`, 
806,**东北大学**,*Northeastern University*,[:simple-github: w-mj/<br>neu_cse_bachelor_thesis](https://github.com/w-mj/neu_cse_bachelor_thesis),:unlock:,2,1,:material-update: `2020-05-27`, 
807,**东北师范大学**,*Northeast Normal University*,[:simple-github: BENZJ/<br>NNU_Latex_temple](https://github.com/BENZJ/NNU_Latex_temple),:unlock:,2,0,:material-update: `2021-05-03`, 
808,**天津大学**,*Tianjin University*,[:simple-github: ChrisVicky/<br>TJU-Thesis-LaTeX-Template](https://github.com/ChrisVicky/TJU-Thesis-LaTeX-Template),:unlock:,2,0,:material-update: `2023-03-05`,:material-license: `GPL-3.0`
809,**兰州大学**,*Lanzhou University*,[:simple-github: CosmosLiang/<br>LZUthesis](https://github.com/CosmosLiang/LZUthesis),:unlock:,2,0,:material-update: `2018-12-18`, 
810,**武汉大学**,*Wuhan University*,[:simple-github: HarborYuan/<br>whucs-thesis](https://github.com/HarborYuan/whucs-thesis),:unlock:,2,0,:material-update: `2023-06-01`, 
811,**吉林大学**,*Jilin University*,[:simple-github: Herbert-Gao/<br>JLU_Graduation_Model_Bachelor](https://github.com/Herbert-Gao/JLU_Graduation_Model_Bachelor),:unlock:,2,0,:material-update: `2022-01-10`, 
812,**湖南大学**,*Hunan University*,[:simple-github: MaFuyan/<br>HNU_Thesis_LaTeX_MacOS](https://github.com/MaFuyan/HNU_Thesis_LaTeX_MacOS),:unlock:,2,0,:material-update: `2022-01-04`, 
813,**上海工程技术大学**,*Shanghai University of Engineering and Technology*,[:simple-github: MobtgZhang/<br>sues-thesis-bachelor](https://github.com/MobtgZhang/sues-thesis-bachelor),:unlock:,2,0,:material-update: `2024-02-21`,:material-license: `MIT`
814,**大连交通大学**,*Dalian Jiaotong University*,[:simple-github: MrLQQ/<br>DJTU-latex-thesis](https://github.com/MrLQQ/DJTU-latex-thesis),:unlock:,2,0,:material-update: `2021-10-07`,:material-license: `AGPL-3.0`
815,**江苏大学**,*Jiangsu University*,[:simple-github: NTrabbit5/<br>UJS-thesis](https://github.com/NTrabbit5/UJS-thesis),:unlock:,2,0,:material-update: `2020-11-02`, 
816,**苏州大学**,*Soochow University*,[:simple-github: NatureGeorge/<br>sudathesis-bachelor](https://github.com/NatureGeorge/sudathesis-bachelor),:unlock:,2,0,:material-update: `2021-06-03`,:material-license: `MIT`
817,**北京理工大学**,*Beijing Institute of Technology*,[:simple-github: PolarLion/<br>BIT-thesis-template](https://github.com/PolarLion/BIT-thesis-template),:unlock:,2,0,:material-update: `2022-10-03`, 
818,**大连理工大学**,*Dalian University of Technology*,[:simple-github: Youxuan1/<br>dut_essay_model](https://github.com/Youxuan1/dut_essay_model),:unlock:,2,0,:material-update: `2022-12-11`, 
819,**浙江理工大学**,*Zhejiang Sci-Tech University*,[:simple-github: YvonZhou/<br>ZSTUThesis](https://github.com/YvonZhou/ZSTUThesis),:unlock:,2,0,:material-update: `2019-04-14`,:material-license: `Apache-2.0`
820,**（英国）帝国理工学院**,*Imperial College London (IC)*,[:simple-github: blaahhrrgg/<br>icldiss](https://github.com/blaahhrrgg/icldiss),:unlock:,2,0,:material-update: `2015-07-28`,:material-license: `MIT`
821,**（罗马尼亚）雅西“亚历山德鲁·杨·库扎”大学**,"*Alexandru Ioan Cuza University of Iasi*<br>(„Alexandru Ioan Cuza” University of Iași, UAIC)",[:simple-github: blankdots/<br>LatexThesisTemplate](https://github.com/blankdots/LatexThesisTemplate),:unlock:,2,0,:material-update: `2023-12-18`,:material-license: `MIT`
